id_siniestro,id_poliza,fecha_siniestro,monto_siniestro,estado,motivo_rechazo
2092,3682,2025-05-24,,Abierto,montoSiniestro_invalido
2096,20212,2025-02-02,10913.99,No Especificado,estado_invalido
2102,25702,2025-11-11,11456.76,No Especificado,estado_invalido
2106,25564,2025-11-18,,Rechazado,montoSiniestro_invalido
2108,25757,2025-04-07,8907.86,No Especificado,estado_invalido
2110,19846,2025-11-23,4708.12,No Especificado,estado_invalido
2112,2291,2025-07-19,,Cerrado,montoSiniestro_invalido
2113,19687,2025-11-11,9909.82,No Especificado,estado_invalido
2115,24559,2025-08-02,,Rechazado,montoSiniestro_invalido
2116,12438,2025-02-25,,Cerrado,montoSiniestro_invalido
2119,11636,2025-07-31,,Rechazado,montoSiniestro_invalido
2120,9202,2025-12-17,1092.28,No Especificado,estado_invalido
2123,893,2025-03-24,,Abierto,montoSiniestro_invalido
2129,15817,2025-11-24,1554.97,No Especificado,estado_invalido
2130,24568,2025-08-01,10081.96,No Especificado,estado_invalido
2133,5582,2026-02-04,3173.9,No Especificado,estado_invalido
2134,15550,2025-05-26,,Cerrado,montoSiniestro_invalido
2137,3740,2025-09-28,,Cerrado,montoSiniestro_invalido
2140,20890,2025-06-02,,Abierto,montoSiniestro_invalido
2141,8581,2025-09-15,9118.98,No Especificado,estado_invalido
2143,7049,2025-09-01,14263.63,No Especificado,estado_invalido
2147,18198,2025-06-06,14907.53,No Especificado,estado_invalido
2151,17498,2025-08-25,,No Especificado,montoSiniestro_invalido;estado_invalido
2154,5275,2025-08-07,,Cerrado,montoSiniestro_invalido
2155,6403,2025-01-02,,Rechazado,montoSiniestro_invalido
2156,16843,2025-08-01,,Rechazado,montoSiniestro_invalido
2159,3796,2025-10-23,,Cerrado,montoSiniestro_invalido
2160,17763,2025-01-29,10933.93,No Especificado,estado_invalido
2161,23253,2025-08-26,,Cerrado,montoSiniestro_invalido
2163,22022,2025-03-15,11882.41,No Especificado,estado_invalido
2170,13440,2025-09-30,,Cerrado,montoSiniestro_invalido
2171,6484,2025-06-03,,No Especificado,montoSiniestro_invalido;estado_invalido
2175,21219,2025-03-07,4325.25,No Especificado,estado_invalido
2177,12062,2025-02-17,,No Especificado,montoSiniestro_invalido;estado_invalido
2181,13324,2025-10-15,10971.72,No Especificado,estado_invalido
2182,23939,2026-01-02,7294.75,No Especificado,estado_invalido
2185,13495,2025-02-27,11264.69,No Especificado,estado_invalido
2187,6776,2025-03-16,,Cerrado,montoSiniestro_invalido
2189,8604,2025-12-20,6396.32,No Especificado,estado_invalido
2191,15378,2025-05-21,,Abierto,montoSiniestro_invalido
2192,7276,2025-04-22,,Cerrado,montoSiniestro_invalido
2195,20237,2025-09-20,1798.81,No Especificado,estado_invalido
2196,12443,2025-05-05,,Cerrado,montoSiniestro_invalido
2199,2655,2025-03-27,9652.5,No Especificado,estado_invalido
2200,16302,2026-01-20,14998.98,No Especificado,estado_invalido
2201,5693,2025-10-25,,Rechazado,montoSiniestro_invalido
2207,23522,2025-12-18,,No Especificado,montoSiniestro_invalido;estado_invalido
2210,9364,2025-08-19,,Cerrado,montoSiniestro_invalido
2211,24414,2025-05-26,,Rechazado,montoSiniestro_invalido
2215,18283,2025-04-27,13042.84,No Especificado,estado_invalido
2218,2121,2026-01-22,,No Especificado,montoSiniestro_invalido;estado_invalido
2219,3863,2025-02-11,,No Especificado,montoSiniestro_invalido;estado_invalido
2220,18997,2025-06-01,450.11,No Especificado,estado_invalido
2221,8239,2025-06-15,10385.04,No Especificado,estado_invalido
2223,19293,2025-06-03,,No Especificado,montoSiniestro_invalido;estado_invalido
2226,13433,2025-09-27,7919.17,No Especificado,estado_invalido
2227,3018,2025-10-27,,Cerrado,montoSiniestro_invalido
2232,22770,2025-10-03,8286.57,No Especificado,estado_invalido
2233,15101,2025-08-14,,Cerrado,montoSiniestro_invalido
2240,7847,2025-06-13,,No Especificado,montoSiniestro_invalido;estado_invalido
2241,10744,2025-08-06,,No Especificado,montoSiniestro_invalido;estado_invalido
2243,14886,2026-02-11,8087.14,No Especificado,estado_invalido
2244,22956,2025-09-12,,Abierto,montoSiniestro_invalido
2247,12378,2025-06-24,6324.65,No Especificado,estado_invalido
2248,616,2025-03-08,,No Especificado,montoSiniestro_invalido;estado_invalido
2249,16571,2025-11-24,,Cerrado,montoSiniestro_invalido
2253,2695,2025-05-15,12110.89,No Especificado,estado_invalido
2254,10324,2025-04-02,,Rechazado,montoSiniestro_invalido
2255,12512,2025-09-04,,Abierto,montoSiniestro_invalido
2261,8965,2025-07-08,2877.21,No Especificado,estado_invalido
2263,16248,2025-05-28,2521.11,No Especificado,estado_invalido
2265,21457,2025-11-14,,Abierto,montoSiniestro_invalido
2267,20025,2025-08-23,,Abierto,montoSiniestro_invalido
2269,11994,2025-05-30,,Rechazado,montoSiniestro_invalido
2270,5262,2025-06-30,2698.98,No Especificado,estado_invalido
2271,12807,2026-04-01,,Abierto,montoSiniestro_invalido
2272,25669,2025-04-08,14217.5,No Especificado,estado_invalido
2273,19646,2025-10-14,3432.68,No Especificado,estado_invalido
2278,778,2025-08-08,,Abierto,montoSiniestro_invalido
2281,9844,2025-02-27,,Cerrado,montoSiniestro_invalido
2282,3087,2025-08-24,8941.56,No Especificado,estado_invalido
2286,629,2025-12-30,,Rechazado,montoSiniestro_invalido
2292,9566,2025-08-19,14828.44,No Especificado,estado_invalido
2293,11540,2025-07-24,12845.16,No Especificado,estado_invalido
2294,3290,2025-02-26,10223.01,No Especificado,estado_invalido
2296,10408,2025-08-07,,Cerrado,montoSiniestro_invalido
2297,11624,2025-02-11,,No Especificado,montoSiniestro_invalido;estado_invalido
2299,856,2025-03-04,14863.37,No Especificado,estado_invalido
2301,19172,2025-12-26,,Cerrado,montoSiniestro_invalido
2302,25535,2025-04-22,,Cerrado,montoSiniestro_invalido
2303,15169,2025-12-19,,Cerrado,montoSiniestro_invalido
2306,511,2025-09-05,13692.83,No Especificado,estado_invalido
2308,6162,2025-07-13,,Abierto,montoSiniestro_invalido
2311,7071,2025-09-13,6691.02,No Especificado,estado_invalido
2312,8906,2025-03-15,4111.13,No Especificado,estado_invalido
2313,5220,2025-06-16,12564.16,No Especificado,estado_invalido
2321,15504,2025-05-20,,Abierto,montoSiniestro_invalido
2325,13683,2026-01-13,8621.92,No Especificado,estado_invalido
2328,22652,2025-11-24,11791.18,No Especificado,estado_invalido
2331,1474,2025-03-15,13036.46,No Especificado,estado_invalido
2334,9210,2025-03-22,8403.81,No Especificado,estado_invalido
2336,9318,2025-04-04,,Abierto,montoSiniestro_invalido
2342,24584,2025-09-23,3824.21,No Especificado,estado_invalido
2346,21253,2025-01-04,,No Especificado,montoSiniestro_invalido;estado_invalido
2351,22211,2025-04-16,13086.1,No Especificado,estado_invalido
2352,20711,2025-11-20,,No Especificado,montoSiniestro_invalido;estado_invalido
2353,858,2025-11-20,9445.29,No Especificado,estado_invalido
2354,6864,2026-01-21,11051.5,No Especificado,estado_invalido
2356,20455,2026-01-15,,Abierto,montoSiniestro_invalido
2357,1653,2026-01-23,6707.44,No Especificado,estado_invalido
2358,1622,2026-01-02,363.03,No Especificado,estado_invalido
2359,2943,2025-07-21,783.16,No Especificado,estado_invalido
2360,3942,2025-05-22,,Rechazado,montoSiniestro_invalido
2361,18633,2025-10-30,6979.7,No Especificado,estado_invalido
2363,2737,2025-05-09,6884.27,No Especificado,estado_invalido
2364,25845,2025-08-20,1695.06,No Especificado,estado_invalido
2365,21121,2025-06-02,12774.65,No Especificado,estado_invalido
2367,19568,2025-03-24,,Cerrado,montoSiniestro_invalido
2368,22622,2026-01-02,348.66,No Especificado,estado_invalido
2369,11403,2025-04-02,,No Especificado,montoSiniestro_invalido;estado_invalido
2372,18743,2025-05-13,,No Especificado,montoSiniestro_invalido;estado_invalido
2373,9302,2025-06-26,,No Especificado,montoSiniestro_invalido;estado_invalido
2377,8758,2025-10-24,,No Especificado,montoSiniestro_invalido;estado_invalido
2379,13852,2025-02-22,6190.29,No Especificado,estado_invalido
2383,15691,2025-03-23,,No Especificado,montoSiniestro_invalido;estado_invalido
2384,9924,2025-12-19,11310.24,No Especificado,estado_invalido
2385,22112,2025-04-14,,Abierto,montoSiniestro_invalido
2390,8027,2025-12-31,1121.61,No Especificado,estado_invalido
2392,17405,2025-04-07,,No Especificado,montoSiniestro_invalido;estado_invalido
2394,1520,2025-02-25,,Cerrado,montoSiniestro_invalido
2402,11266,2025-07-27,14169.91,No Especificado,estado_invalido
2408,755,2026-01-31,4836.65,No Especificado,estado_invalido
2409,16622,2025-10-28,,Rechazado,montoSiniestro_invalido
2410,15022,2025-06-10,6031.84,No Especificado,estado_invalido
2418,16583,2025-01-05,8894.8,No Especificado,estado_invalido
2419,1101,2025-06-04,9171.26,No Especificado,estado_invalido
2421,7308,2025-11-04,,Abierto,montoSiniestro_invalido
2423,5465,2025-04-18,8224.28,No Especificado,estado_invalido
2424,22274,2025-03-28,6628.03,No Especificado,estado_invalido
2427,251,2025-01-26,,No Especificado,montoSiniestro_invalido;estado_invalido
2428,5206,2025-08-02,5634.12,No Especificado,estado_invalido
2430,25623,2025-08-28,,No Especificado,montoSiniestro_invalido;estado_invalido
2434,20992,2025-09-23,,Cerrado,montoSiniestro_invalido
2436,15786,2025-07-22,,Rechazado,montoSiniestro_invalido
2439,13895,2025-06-02,,Abierto,montoSiniestro_invalido
2440,3564,2025-03-02,,Cerrado,montoSiniestro_invalido
2443,2790,2025-12-17,,Rechazado,montoSiniestro_invalido
2445,23615,2025-06-07,9415.52,No Especificado,estado_invalido
2447,8840,2025-01-23,,No Especificado,montoSiniestro_invalido;estado_invalido
2448,17507,2026-10-02,,No Especificado,montoSiniestro_invalido;estado_invalido
2449,23007,2026-02-18,9358.52,No Especificado,estado_invalido
2450,17533,2025-04-05,,Cerrado,montoSiniestro_invalido
2451,14441,2026-01-21,,No Especificado,montoSiniestro_invalido;estado_invalido
2453,25762,2025-12-16,12799.54,No Especificado,estado_invalido
2454,315,2025-06-20,2706.62,No Especificado,estado_invalido
2455,6226,2026-02-25,11691.36,No Especificado,estado_invalido
2461,4460,2025-08-28,,No Especificado,montoSiniestro_invalido;estado_invalido
2464,4246,2025-11-10,,No Especificado,montoSiniestro_invalido;estado_invalido
2467,24047,2025-10-27,831.44,No Especificado,estado_invalido
2470,19870,2026-02-24,,Abierto,montoSiniestro_invalido
2471,15609,2025-11-16,,No Especificado,montoSiniestro_invalido;estado_invalido
2474,6772,2025-11-13,,Abierto,montoSiniestro_invalido
2480,14866,2025-12-25,13497.18,No Especificado,estado_invalido
2481,7016,2025-04-08,,No Especificado,montoSiniestro_invalido;estado_invalido
2483,9149,2025-12-28,,Cerrado,montoSiniestro_invalido
2487,10983,2025-01-19,,No Especificado,montoSiniestro_invalido;estado_invalido
2495,23605,2025-05-06,,No Especificado,montoSiniestro_invalido;estado_invalido
2500,5749,2025-08-08,,No Especificado,montoSiniestro_invalido;estado_invalido
2501,6007,2025-10-13,11464.16,No Especificado,estado_invalido
2504,24756,2025-11-25,,No Especificado,montoSiniestro_invalido;estado_invalido
2505,11966,2025-12-22,9243.01,No Especificado,estado_invalido
2508,1754,2025-04-23,7770.4,No Especificado,estado_invalido
2510,8058,2025-04-06,,Cerrado,montoSiniestro_invalido
2511,12809,2025-10-14,,Cerrado,montoSiniestro_invalido
2514,22830,2025-04-08,1219.12,No Especificado,estado_invalido
2519,5197,2025-02-10,753.72,No Especificado,estado_invalido
2520,5030,2025-05-30,,Rechazado,montoSiniestro_invalido
2524,9396,2025-01-18,,Cerrado,montoSiniestro_invalido
2527,13738,2025-08-15,1115.29,No Especificado,estado_invalido
2528,19429,2025-05-02,,Rechazado,montoSiniestro_invalido
2530,22448,2025-03-09,7889.28,No Especificado,estado_invalido
2533,5249,2025-12-29,,Rechazado,montoSiniestro_invalido
2535,23657,2025-10-05,,Cerrado,montoSiniestro_invalido
2536,9797,2026-02-13,,Rechazado,montoSiniestro_invalido
2538,22630,2025-09-24,2396.34,No Especificado,estado_invalido
2541,20512,2025-10-26,,Abierto,montoSiniestro_invalido
2542,1412,2025-07-12,11563.62,No Especificado,estado_invalido
2543,22880,2025-10-30,10823.73,No Especificado,estado_invalido
2544,24281,2026-02-17,14753.58,No Especificado,estado_invalido
2545,13230,2026-02-03,9721.53,No Especificado,estado_invalido
2547,17298,2025-03-09,,No Especificado,montoSiniestro_invalido;estado_invalido
2549,16301,2025-03-22,,Cerrado,montoSiniestro_invalido
2551,16156,2026-02-25,,Rechazado,montoSiniestro_invalido
2552,23364,2025-07-09,,No Especificado,montoSiniestro_invalido;estado_invalido
2553,7641,2025-07-03,5771.47,No Especificado,estado_invalido
2554,1172,2026-09-01,3379.85,No Especificado,estado_invalido
2556,17301,2025-09-14,,Abierto,montoSiniestro_invalido
2557,17296,2025-04-15,,No Especificado,montoSiniestro_invalido;estado_invalido
2558,16379,2025-12-22,11100.12,No Especificado,estado_invalido
2559,18887,2025-10-09,8398.33,No Especificado,estado_invalido
2561,10340,2025-02-26,388.85,No Especificado,estado_invalido
2562,10507,2025-02-21,13259.68,No Especificado,estado_invalido
2564,12314,2025-04-26,,No Especificado,montoSiniestro_invalido;estado_invalido
2574,15439,2025-03-22,13120.29,No Especificado,estado_invalido
2576,6446,2025-09-20,7607.2,No Especificado,estado_invalido
2578,6675,2025-09-26,9976.23,No Especificado,estado_invalido
2580,18166,2025-12-06,2887.95,No Especificado,estado_invalido
2582,16327,2025-08-06,4695.67,No Especificado,estado_invalido
2590,22053,2025-02-22,,Cerrado,montoSiniestro_invalido
2592,11432,2025-11-26,,Abierto,montoSiniestro_invalido
2594,4513,2026-01-24,,No Especificado,montoSiniestro_invalido;estado_invalido
2596,6376,2025-04-07,,Abierto,montoSiniestro_invalido
2599,18113,2025-05-30,,Abierto,montoSiniestro_invalido
2603,24345,2025-04-05,,Rechazado,montoSiniestro_invalido
2606,16807,2025-05-18,,No Especificado,montoSiniestro_invalido;estado_invalido
2608,24962,2025-03-28,,Rechazado,montoSiniestro_invalido
2613,10242,2025-02-08,,Abierto,montoSiniestro_invalido
2614,6458,2025-03-25,,No Especificado,montoSiniestro_invalido;estado_invalido
2621,1926,2025-10-14,,Cerrado,montoSiniestro_invalido
2623,1218,2025-06-06,10111.64,No Especificado,estado_invalido
2625,25793,2025-07-05,,Abierto,montoSiniestro_invalido
2631,12557,2025-04-27,,Abierto,montoSiniestro_invalido
2635,7112,2025-10-27,11347.53,No Especificado,estado_invalido
2637,10785,2025-10-03,,Rechazado,montoSiniestro_invalido
2638,18370,2025-01-07,,Rechazado,montoSiniestro_invalido
2639,10635,2025-10-11,,Cerrado,montoSiniestro_invalido
2641,6887,2026-09-02,1319.53,No Especificado,estado_invalido
2643,17912,2026-07-02,,Cerrado,montoSiniestro_invalido
2645,16830,2025-08-05,6223.4,No Especificado,estado_invalido
2647,7171,2025-05-23,,No Especificado,montoSiniestro_invalido;estado_invalido
2648,23393,2025-01-23,,Abierto,montoSiniestro_invalido
2653,4746,2025-11-29,14807.91,No Especificado,estado_invalido
2656,14648,2025-07-25,12312.79,No Especificado,estado_invalido
2658,20297,2025-06-08,,Rechazado,montoSiniestro_invalido
2660,12566,2025-09-13,13602.54,No Especificado,estado_invalido
2661,16937,2025-10-25,4789.15,No Especificado,estado_invalido
2662,110,2025-09-20,7585.26,No Especificado,estado_invalido
2664,5812,2025-03-13,8775.38,No Especificado,estado_invalido
2666,5917,2025-08-17,8244.58,No Especificado,estado_invalido
2667,8898,2025-12-06,,Abierto,montoSiniestro_invalido
2668,4259,2025-10-14,,No Especificado,montoSiniestro_invalido;estado_invalido
2670,18126,2025-09-18,,Abierto,montoSiniestro_invalido
2672,21518,2025-12-11,,Cerrado,montoSiniestro_invalido
2674,6936,2025-03-09,,Cerrado,montoSiniestro_invalido
2676,9465,2025-06-10,,No Especificado,montoSiniestro_invalido;estado_invalido
2685,17869,2025-09-20,,No Especificado,montoSiniestro_invalido;estado_invalido
2691,4210,2025-12-14,,Cerrado,montoSiniestro_invalido
2693,11461,2025-04-12,6798.23,No Especificado,estado_invalido
2694,19317,2025-06-11,3930.38,No Especificado,estado_invalido
2697,17948,2025-09-28,,Cerrado,montoSiniestro_invalido
2698,19171,2025-10-27,,Abierto,montoSiniestro_invalido
2704,13229,2025-06-05,13775.35,No Especificado,estado_invalido
2705,473,2025-09-14,5529.99,No Especificado,estado_invalido
2709,22974,2025-04-24,5812.14,No Especificado,estado_invalido
2711,11326,2025-08-26,,No Especificado,montoSiniestro_invalido;estado_invalido
2712,7146,2025-10-25,,Cerrado,montoSiniestro_invalido
2715,21859,2025-11-11,6946.34,No Especificado,estado_invalido
2721,25827,2025-02-15,3974.66,No Especificado,estado_invalido
2723,17702,2025-01-03,12358.03,No Especificado,estado_invalido
2726,24773,2025-05-27,,Rechazado,montoSiniestro_invalido
2727,19671,2025-01-23,7408.48,No Especificado,estado_invalido
2728,11066,2026-02-18,8560.45,No Especificado,estado_invalido
2729,11778,2025-07-26,9384.96,No Especificado,estado_invalido
2739,18975,2025-09-12,,No Especificado,montoSiniestro_invalido;estado_invalido
2740,23124,2025-04-08,7290.4,No Especificado,estado_invalido
2742,13402,2025-02-09,11138.7,No Especificado,estado_invalido
2743,14085,2025-02-20,3815.91,No Especificado,estado_invalido
2746,9815,2025-03-08,2709.74,No Especificado,estado_invalido
2747,22399,2025-05-24,8613.37,No Especificado,estado_invalido
2748,21786,2025-07-22,,No Especificado,montoSiniestro_invalido;estado_invalido
2749,1994,2025-04-03,,Cerrado,montoSiniestro_invalido
2750,9083,2025-08-08,2571.48,No Especificado,estado_invalido
2752,15101,2025-10-17,7449.26,No Especificado,estado_invalido
2753,6339,2025-11-23,10976.53,No Especificado,estado_invalido
2755,15788,2026-12-01,4342.47,No Especificado,estado_invalido
2756,7666,2025-11-01,11178.38,No Especificado,estado_invalido
2758,10497,2025-06-14,5861.9,No Especificado,estado_invalido
2760,9586,2025-09-01,,No Especificado,montoSiniestro_invalido;estado_invalido
2761,10655,2025-10-02,681.11,No Especificado,estado_invalido
2762,9000,2025-10-29,,Cerrado,montoSiniestro_invalido
2763,881,2025-11-27,,No Especificado,montoSiniestro_invalido;estado_invalido
2766,3047,2025-12-12,2893.28,No Especificado,estado_invalido
2767,18246,2025-01-15,6788.97,No Especificado,estado_invalido
2769,10769,2025-03-12,,Abierto,montoSiniestro_invalido
2775,25602,2025-10-22,,Abierto,montoSiniestro_invalido
2779,14454,2025-10-10,,Rechazado,montoSiniestro_invalido
2780,24872,2025-07-11,11855.37,No Especificado,estado_invalido
2781,704,2025-03-22,4044.31,No Especificado,estado_invalido
2782,14875,2025-10-28,,Abierto,montoSiniestro_invalido
2783,14873,2025-07-02,2648.03,No Especificado,estado_invalido
2784,2412,2025-04-29,,Cerrado,montoSiniestro_invalido
2786,19226,2025-04-08,9413.66,No Especificado,estado_invalido
2788,21999,2025-08-08,3158.3,No Especificado,estado_invalido
2791,11226,2025-08-27,13590.35,No Especificado,estado_invalido
2792,15690,2025-07-26,3504.74,No Especificado,estado_invalido
2794,25862,2025-07-24,768.89,No Especificado,estado_invalido
2795,23341,2025-05-04,583.63,No Especificado,estado_invalido
2796,15113,2025-11-04,10901.92,No Especificado,estado_invalido
2798,10823,2025-05-21,,No Especificado,montoSiniestro_invalido;estado_invalido
2800,11769,2026-01-09,5208.55,No Especificado,estado_invalido
2801,2395,2025-11-20,4172.19,No Especificado,estado_invalido
2803,17397,2025-08-24,14974.86,No Especificado,estado_invalido
2805,2718,2025-09-21,12803.79,No Especificado,estado_invalido
2807,2759,2025-07-10,13770.32,No Especificado,estado_invalido
2809,21370,2025-06-25,4490.69,No Especificado,estado_invalido
2810,7706,2025-10-04,12173.5,No Especificado,estado_invalido
2814,9526,2025-09-11,,Abierto,montoSiniestro_invalido
2817,23212,2025-06-08,12828.57,No Especificado,estado_invalido
2818,14166,2025-03-07,,No Especificado,montoSiniestro_invalido;estado_invalido
2821,15615,2025-07-29,,Abierto,montoSiniestro_invalido
2823,6909,2026-01-13,,No Especificado,montoSiniestro_invalido;estado_invalido
2824,821,2025-05-16,,Cerrado,montoSiniestro_invalido
2826,5623,2025-01-26,,No Especificado,montoSiniestro_invalido;estado_invalido
2831,19553,2025-03-25,5951.97,No Especificado,estado_invalido
2832,18803,2025-07-06,,Abierto,montoSiniestro_invalido
2834,20538,2025-05-02,1515.17,No Especificado,estado_invalido
2837,22851,2025-05-19,13988.02,No Especificado,estado_invalido
2838,2989,2025-09-07,4393.15,No Especificado,estado_invalido
2841,5596,2025-11-04,12618.66,No Especificado,estado_invalido
2850,8386,2025-11-17,,Rechazado,montoSiniestro_invalido
2852,1244,2025-05-15,1816.17,No Especificado,estado_invalido
2853,4458,2026-02-05,,No Especificado,montoSiniestro_invalido;estado_invalido
2855,18077,2026-02-15,5377.4,No Especificado,estado_invalido
2857,10957,2025-11-24,,Cerrado,montoSiniestro_invalido
2861,10194,2025-08-20,,Cerrado,montoSiniestro_invalido
2863,16662,2025-05-05,,Cerrado,montoSiniestro_invalido
2864,149,2025-11-02,8755.4,No Especificado,estado_invalido
2865,17587,2025-08-12,-3183.57,No Especificado,estado_invalido
2867,20929,2025-02-19,8919.56,No Especificado,estado_invalido
2870,19057,2025-03-19,5475.6,No Especificado,estado_invalido
2872,18128,2025-07-01,12508.44,No Especificado,estado_invalido
2874,3553,2025-06-23,8471.81,No Especificado,estado_invalido
2875,7102,2025-09-19,,Rechazado,montoSiniestro_invalido
2876,22276,2025-09-27,5568.47,No Especificado,estado_invalido
2879,4472,2025-01-08,,No Especificado,montoSiniestro_invalido;estado_invalido
2880,12403,2025-10-18,,No Especificado,montoSiniestro_invalido;estado_invalido
2882,13898,2025-06-28,,No Especificado,montoSiniestro_invalido;estado_invalido
2883,22481,2025-03-30,,Cerrado,montoSiniestro_invalido
2887,15678,2025-03-16,,Cerrado,montoSiniestro_invalido
2891,9020,2025-12-31,,No Especificado,montoSiniestro_invalido;estado_invalido
2892,20091,2025-12-01,12359.38,No Especificado,estado_invalido
2893,20889,2025-06-01,,No Especificado,montoSiniestro_invalido;estado_invalido
2894,6093,2025-01-29,,Rechazado,montoSiniestro_invalido
2895,21752,2026-02-24,,Cerrado,montoSiniestro_invalido
2896,8317,2025-10-08,8447.44,No Especificado,estado_invalido
2899,16523,2026-09-02,2978.67,No Especificado,estado_invalido
2901,12137,2025-01-23,2466.03,No Especificado,estado_invalido
2904,2061,2025-08-15,678.66,No Especificado,estado_invalido
2906,765,2025-06-10,,Rechazado,montoSiniestro_invalido
2908,10500,2025-01-25,14002.0,No Especificado,estado_invalido
2909,13727,2025-06-20,14365.5,No Especificado,estado_invalido
2910,24779,2025-07-13,12385.96,No Especificado,estado_invalido
2911,20021,2025-09-26,,Cerrado,montoSiniestro_invalido
2912,9939,2025-05-22,-3369.0,No Especificado,estado_invalido
2916,3435,2025-05-03,,Rechazado,montoSiniestro_invalido
2918,1151,2025-05-10,,Abierto,montoSiniestro_invalido
2919,14747,2025-06-20,,Rechazado,montoSiniestro_invalido
2921,8024,2026-02-13,,Abierto,montoSiniestro_invalido
2923,12812,2025-12-11,9303.42,No Especificado,estado_invalido
2925,19897,2025-03-31,,Cerrado,montoSiniestro_invalido
2928,7039,2025-06-25,,No Especificado,montoSiniestro_invalido;estado_invalido
2930,12839,2025-08-31,6298.0,No Especificado,estado_invalido
2935,22511,2025-07-11,,Abierto,montoSiniestro_invalido
2937,15378,2025-10-15,,Cerrado,montoSiniestro_invalido
2939,11677,2025-02-12,,Abierto,montoSiniestro_invalido
2941,14196,2025-09-24,10900.06,No Especificado,estado_invalido
2943,213,2025-11-25,8998.13,No Especificado,estado_invalido
2945,20203,2025-01-01,884.96,No Especificado,estado_invalido
2949,192,2025-03-09,9990.73,No Especificado,estado_invalido
2951,24089,2025-10-09,10153.4,No Especificado,estado_invalido
2957,17879,2025-03-25,1289.99,No Especificado,estado_invalido
2961,21717,2025-08-17,,Abierto,montoSiniestro_invalido
2967,24571,2025-10-17,,Abierto,montoSiniestro_invalido
2968,12834,2025-09-14,7644.09,No Especificado,estado_invalido
2969,18377,2026-01-15,,No Especificado,montoSiniestro_invalido;estado_invalido
2970,24501,2025-05-01,932.75,No Especificado,estado_invalido
2971,21475,2025-05-06,1534.32,No Especificado,estado_invalido
2973,5526,2026-01-10,10104.7,No Especificado,estado_invalido
2975,20707,2025-03-12,14143.34,No Especificado,estado_invalido
2977,3636,2025-11-10,3418.67,No Especificado,estado_invalido
2981,4055,2025-11-16,,Abierto,montoSiniestro_invalido
2982,17721,2025-11-25,2800.19,No Especificado,estado_invalido
2983,6014,2025-07-28,3339.49,No Especificado,estado_invalido
2987,12498,2026-01-30,6005.74,No Especificado,estado_invalido
2989,11057,2025-05-26,,Cerrado,montoSiniestro_invalido
2990,755,2025-06-06,3204.48,No Especificado,estado_invalido
2993,7625,2025-07-18,14655.52,No Especificado,estado_invalido
2996,2461,2025-09-28,854.8,No Especificado,estado_invalido
2997,1941,2025-11-22,6589.31,No Especificado,estado_invalido
3000,8729,2025-12-05,8678.22,No Especificado,estado_invalido
3002,11675,2025-02-21,7552.22,No Especificado,estado_invalido
3007,22295,2025-11-24,,Abierto,montoSiniestro_invalido
3008,18810,2025-05-14,,No Especificado,montoSiniestro_invalido;estado_invalido
3009,23444,2025-04-08,706.51,No Especificado,estado_invalido
3010,25773,2025-03-26,12099.42,No Especificado,estado_invalido
3012,23196,2025-07-10,,Cerrado,montoSiniestro_invalido
3018,18302,2026-01-14,,Abierto,montoSiniestro_invalido
3020,15920,2025-05-15,9639.36,No Especificado,estado_invalido
3022,14740,2025-02-28,125.04,No Especificado,estado_invalido
3024,18872,2026-02-07,7350.49,No Especificado,estado_invalido
3026,6156,2025-09-09,11083.07,No Especificado,estado_invalido
3027,25899,2025-12-11,,Cerrado,montoSiniestro_invalido
3029,6138,2025-09-25,,Cerrado,montoSiniestro_invalido
3030,6637,2025-12-14,7434.46,No Especificado,estado_invalido
3031,23201,2026-02-20,6398.43,No Especificado,estado_invalido
3033,9852,2025-11-13,2884.45,No Especificado,estado_invalido
3041,13292,2025-11-24,10237.62,No Especificado,estado_invalido
3044,1888,2026-02-01,,Cerrado,montoSiniestro_invalido
3050,18418,2025-03-14,,Rechazado,montoSiniestro_invalido
3052,25650,2025-10-01,,Cerrado,montoSiniestro_invalido
3053,4322,2025-07-19,5305.78,No Especificado,estado_invalido
3056,24661,2025-04-24,,Abierto,montoSiniestro_invalido
3057,24005,2025-02-17,,Abierto,montoSiniestro_invalido
3058,13765,2026-01-15,,Cerrado,montoSiniestro_invalido
3062,24613,2025-09-06,,Abierto,montoSiniestro_invalido
3064,8212,2025-05-22,,No Especificado,montoSiniestro_invalido;estado_invalido
3065,9245,2025-11-26,,Rechazado,montoSiniestro_invalido
3069,4622,2025-05-21,12237.77,No Especificado,estado_invalido
3073,9590,2026-02-01,5305.12,No Especificado,estado_invalido
3076,24191,2025-04-07,8959.6,No Especificado,estado_invalido
3077,22059,2025-01-17,13463.42,No Especificado,estado_invalido
3078,1803,2025-11-01,,Rechazado,montoSiniestro_invalido
3079,19314,2025-06-19,184.15,No Especificado,estado_invalido
3080,24421,2025-04-23,,Rechazado,montoSiniestro_invalido
3082,5250,2026-01-14,,No Especificado,montoSiniestro_invalido;estado_invalido
3084,17071,2025-09-29,1133.04,No Especificado,estado_invalido
3085,3836,2025-07-13,13227.97,No Especificado,estado_invalido
3087,5203,2025-04-20,,Cerrado,montoSiniestro_invalido
3092,1903,2025-07-08,,Cerrado,montoSiniestro_invalido
3093,21654,2025-02-10,4278.0,No Especificado,estado_invalido
3096,12359,2025-01-06,12141.5,No Especificado,estado_invalido
