id_poliza,fecha_emision,id_cliente,id_corredor,id_aseguradora,id_tipo_seguro,prima,comision,monto_asegurado,motivo_rechazo
13339,2025-04-30,1283,38,10,1,736.88,70.59,,montoAsegurado_vacio
13340,2025-02-20,662,34,8,7,578.13,102.9,,montoAsegurado_vacio
13341,,335,42,11,8,402.33,44.15,,fechaEmision_vacia;montoAsegurado_vacio
13342,2025-12-31,258,1,10,1,1038.05,129.97,,montoAsegurado_vacio
13343,2025-06-28,1595,41,12,3,1995.33,111.69,,montoAsegurado_vacio
13344,2026-01-12,2138,15,4,12,,345.04,,prima_vacia;montoAsegurado_vacio
13345,2025-05-27,2773,39,14,11,504.34,,94987.04,comision_vacia
13347,,2269,7,6,9,269.33,46.53,,fechaEmision_vacia;montoAsegurado_vacio
13348,,2418,26,1,4,1831.09,252.12,60433.09,fechaEmision_vacia
13350,2025-09-24,1106,31,15,1,520.12,76.66,,montoAsegurado_vacio
13351,2025-09-10,1763,27,11,1,,140.95,,prima_vacia;montoAsegurado_vacio
13352,2025-10-20,2072,17,2,11,,226.57,151119.13,prima_vacia
13355,,1815,34,6,3,,13.81,,fechaEmision_vacia;prima_vacia;montoAsegurado_vacio
13356,2025-01-08,2482,13,4,12,220.97,23.12,,montoAsegurado_vacio
13357,2025-02-16,2046,29,11,11,,232.88,300395.49,prima_vacia
13361,,1707,64,13,7,,228.97,94770.28,fechaEmision_vacia;prima_vacia
13362,2025-01-20,1782,13,1,8,,,153055.5,prima_vacia;comision_vacia
13364,2025-04-06,2554,1,11,2,,,,prima_vacia;comision_vacia;montoAsegurado_vacio
13365,2025-12-15,2599,65,11,1,,55.54,9172.64,prima_vacia
13366,,31,4,4,4,1051.1,60.65,180225.93,fechaEmision_vacia
13367,2025-12-19,885,5,13,3,224.39,23.2,,montoAsegurado_vacio
13368,,2495,19,9,3,713.67,44.7,,fechaEmision_vacia;montoAsegurado_vacio
13369,2025-02-06,2480,13,9,1,493.75,42.42,,montoAsegurado_vacio
13371,2026-01-07,1978,9,2,10,935.32,229.21,,montoAsegurado_vacio
13372,,1976,4,1,12,978.75,,113550.85,fechaEmision_vacia;comision_vacia
13373,2025-05-09,1574,16,2,12,1905.34,269.29,,montoAsegurado_vacio
13374,2025-11-20,222,21,2,3,,34.39,11707.79,prima_vacia
13375,,481,35,14,3,,227.42,,fechaEmision_vacia;prima_vacia;montoAsegurado_vacio
13377,2026-01-15,1959,12,12,4,,119.75,,prima_vacia;montoAsegurado_vacio
13380,2025-06-03,1904,17,13,7,87.71,5.26,,montoAsegurado_vacio
13381,2025-02-13,1065,20,12,8,1098.72,,88479.84,comision_vacia
13382,,2342,9,12,6,1360.53,92.02,,fechaEmision_vacia;montoAsegurado_vacio
13383,2025-05-27,2326,73,15,4,312.04,24.96,,montoAsegurado_vacio
13384,2025-09-02,2509,62,12,10,1801.79,357.25,,montoAsegurado_vacio
13386,2025-12-07,2388,62,9,4,,,179770.58,prima_vacia;comision_vacia
13388,2025-06-14,340,64,7,7,456.75,,,comision_vacia;montoAsegurado_vacio
13389,,1122,19,4,7,494.85,38.35,41462.37,fechaEmision_vacia
13390,2025-09-27,2194,16,12,6,,211.84,220906.95,prima_vacia
13391,2025-10-01,2434,48,7,9,,,87465.77,prima_vacia;comision_vacia
13392,2025-08-25,2969,32,1,4,,186.84,,prima_vacia;montoAsegurado_vacio
13393,,2360,58,5,11,,330.79,292893.83,fechaEmision_vacia;prima_vacia
13395,2025-04-12,2548,44,1,5,154.22,34.21,,montoAsegurado_vacio
13397,2026-12-01,928,55,8,1,,11.13,,prima_vacia;montoAsegurado_vacio
13398,2026-01-19,2461,54,10,10,327.56,22.02,,montoAsegurado_vacio
13400,2025-01-27,1105,57,3,8,,172.22,101542.28,prima_vacia
13401,2025-01-30,450,78,6,1,1026.64,1507.32,,montoAsegurado_vacio
13402,2025-09-11,1865,1,6,9,402.1,,10411.6,comision_vacia
13404,,2661,32,4,12,,244.15,313809.32,fechaEmision_vacia;prima_vacia
13405,2025-10-18,1934,9,2,12,1905.25,276.22,,montoAsegurado_vacio
13406,2025-10-12,1511,1,5,10,,472.13,382181.99,prima_vacia
13407,2025-02-09,337,21,7,7,,468.19,,prima_vacia;montoAsegurado_vacio
13408,2025-09-18,1264,57,14,9,,254.61,,prima_vacia;montoAsegurado_vacio
13409,,1541,58,14,7,443.8,,22210.13,fechaEmision_vacia;comision_vacia
13410,2025-02-25,777,2,12,11,,297.2,198449.23,prima_vacia
13411,,1291,26,7,5,1738.31,312.85,,fechaEmision_vacia;montoAsegurado_vacio
13412,2025-10-28,1545,44,11,12,335.99,20.17,,montoAsegurado_vacio
13413,2025-03-18,1865,5,7,4,465.27,,92474.59,comision_vacia
13416,,241,18,11,7,,159.61,,fechaEmision_vacia;prima_vacia;montoAsegurado_vacio
13417,2025-06-09,2902,30,10,1,1593.62,,,comision_vacia;montoAsegurado_vacio
13418,2025-04-25,961,6,7,8,,,149463.87,prima_vacia;comision_vacia
13419,2025-11-17,2958,71,15,12,,,,prima_vacia;comision_vacia;montoAsegurado_vacio
13420,2025-04-29,1885,56,9,5,806.97,,,comision_vacia;montoAsegurado_vacio
13421,,1817,34,3,1,394.44,75.71,67178.58,fechaEmision_vacia
13423,,1023,14,7,6,54.44,5.42,9533.13,fechaEmision_vacia
13424,2025-11-07,537,78,1,3,576.94,67.69,,montoAsegurado_vacio
13425,,2439,66,11,4,96.41,18.75,,fechaEmision_vacia;montoAsegurado_vacio
13426,,2271,8,10,7,519.08,,11810.64,fechaEmision_vacia;comision_vacia
13427,2025-12-03,1061,6,5,3,,270.32,322955.23,prima_vacia
13428,2025-02-12,1602,60,15,8,1927.13,407.78,,montoAsegurado_vacio
13430,2026-03-01,2840,17,7,8,660.98,112.61,,montoAsegurado_vacio
13431,2025-06-08,2677,71,11,7,,283.0,,prima_vacia;montoAsegurado_vacio
13432,2025-10-15,768,68,9,1,1634.56,,,comision_vacia;montoAsegurado_vacio
13433,2025-11-11,1501,65,5,9,960.99,,,comision_vacia;montoAsegurado_vacio
13434,,661,76,7,6,1222.63,281.8,,fechaEmision_vacia;montoAsegurado_vacio
13435,2025-07-24,196,41,7,5,920.79,55.8,,montoAsegurado_vacio
13436,2025-03-09,2451,44,8,11,596.77,141.71,,montoAsegurado_vacio
13437,,426,13,1,7,954.83,,38047.97,fechaEmision_vacia;comision_vacia
13438,2025-07-27,1502,10,6,7,,139.43,,prima_vacia;montoAsegurado_vacio
13439,2025-04-11,2360,31,10,10,,352.43,,prima_vacia;montoAsegurado_vacio
13440,,2611,56,3,9,912.53,,,fechaEmision_vacia;comision_vacia;montoAsegurado_vacio
13443,,222,48,14,12,1708.86,338.64,254746.03,fechaEmision_vacia
13447,,1388,26,6,11,,250.66,36465.21,fechaEmision_vacia;prima_vacia
13448,2025-12-03,2279,45,10,3,,66.35,37403.1,prima_vacia
13450,2025-04-29,1932,36,4,2,,158.26,129722.91,prima_vacia
13452,2025-08-22,1998,20,8,5,,262.31,167729.05,prima_vacia
13454,2025-11-01,1281,44,8,2,,96.59,,prima_vacia;montoAsegurado_vacio
13455,2025-04-24,1495,59,4,7,1453.09,,284668.82,comision_vacia
13457,2025-03-29,1989,28,8,8,138.58,17.72,,montoAsegurado_vacio
13458,2025-11-04,2637,68,10,5,1398.8,,59869.38,comision_vacia
13459,2025-03-23,2386,31,9,11,1749.71,240.81,,montoAsegurado_vacio
13460,2025-02-11,2643,37,3,12,,,74897.33,prima_vacia;comision_vacia
13461,2025-11-02,1129,58,1,3,,70.24,,prima_vacia;montoAsegurado_vacio
13462,,1630,56,12,3,628.45,117.83,85150.89,fechaEmision_vacia
13463,,1110,14,1,6,522.14,58.53,39603.61,fechaEmision_vacia
13467,2025-05-10,1253,41,5,8,,218.16,114480.69,prima_vacia
13468,2025-12-30,1018,53,2,9,72.48,,3379.81,comision_vacia
13469,2026-01-15,2007,16,1,12,,301.72,175781.81,prima_vacia
13470,2025-03-19,2012,11,7,1,924.13,,114136.48,comision_vacia
13471,2025-11-17,2005,53,12,12,546.0,,,comision_vacia;montoAsegurado_vacio
13473,2025-10-14,2812,30,3,1,,115.89,168085.03,prima_vacia
13475,2025-08-18,2662,55,1,6,566.48,103.38,,montoAsegurado_vacio
13477,2025-09-30,1165,1,1,2,323.42,62.49,,montoAsegurado_vacio
13478,2025-12-23,1074,56,1,1,703.41,152.45,,montoAsegurado_vacio
13479,,2364,52,6,11,1948.79,243.72,,fechaEmision_vacia;montoAsegurado_vacio
13480,2025-01-21,483,42,3,7,922.3,,,comision_vacia;montoAsegurado_vacio
13483,,1601,39,1,2,600.13,,84268.22,fechaEmision_vacia;comision_vacia
13484,,2184,10,9,10,1039.26,120.75,191750.94,fechaEmision_vacia
13485,2026-02-12,1532,27,10,11,,277.72,,prima_vacia;montoAsegurado_vacio
13487,,1035,20,12,10,636.14,49.04,90315.02,fechaEmision_vacia
13488,2025-11-29,1116,35,15,3,,112.58,49655.03,prima_vacia
13489,2025-06-16,236,37,11,11,,84.35,56851.39,prima_vacia
13490,2025-04-13,2850,39,12,7,755.42,,,comision_vacia;montoAsegurado_vacio
13493,,205,71,7,4,1088.09,,60162.13,fechaEmision_vacia;comision_vacia
13494,2025-10-27,2095,108,13,10,,86.71,101151.76,prima_vacia
13496,,1146,68,4,8,-945.17,49.27,155774.03,fechaEmision_vacia
13497,2025-11-07,853,38,11,8,1458.02,128.81,,montoAsegurado_vacio
13498,2025-09-03,1587,110,15,10,0.0,8.4,,montoAsegurado_vacio
13499,,2240,57,2,9,836.87,152.1,124292.33,fechaEmision_vacia
13500,2025-09-08,1990,16,15,5,,83.02,,prima_vacia;montoAsegurado_vacio
13501,,276,51,8,10,1725.15,89.72,120682.21,fechaEmision_vacia
13502,2025-08-01,445,26,5,5,,99.41,73218.33,prima_vacia
13503,2025-07-25,577,19,1,4,126.36,,,comision_vacia;montoAsegurado_vacio
13504,2026-02-15,2857,51,11,1,,422.78,,prima_vacia;montoAsegurado_vacio
13505,2026-01-06,433,58,13,10,,235.23,,prima_vacia;montoAsegurado_vacio
13507,,3692,77,3,9,,231.17,149480.89,fechaEmision_vacia;prima_vacia
13508,2025-04-08,2854,66,8,11,1387.25,108.56,,montoAsegurado_vacio
13509,2025-06-28,2478,28,15,3,,216.48,82543.64,prima_vacia
13510,2025-06-14,2377,75,1,5,761.56,,72630.69,comision_vacia
13511,2025-04-14,1394,37,5,9,1632.07,,305982.29,comision_vacia
13512,2025-06-21,2272,7,4,9,1061.58,,,comision_vacia;montoAsegurado_vacio
13513,2025-09-12,1776,16,2,8,1930.78,,,comision_vacia;montoAsegurado_vacio
13514,2025-07-16,1884,13,15,1,,165.98,72245.65,prima_vacia
13516,2025-10-10,77,69,7,10,1931.15,,339999.68,comision_vacia
13517,2025-04-16,2634,11,2,9,1495.25,,74557.57,comision_vacia
13518,2025-05-20,2847,38,7,11,,,,prima_vacia;comision_vacia;montoAsegurado_vacio
13519,2025-03-05,2575,75,12,5,,358.67,141333.84,prima_vacia
13520,2025-07-11,567,72,3,12,,253.68,64225.15,prima_vacia
13522,,2754,67,4,10,1387.85,280.79,224361.71,fechaEmision_vacia
13523,,1962,50,5,2,1563.65,,,fechaEmision_vacia;comision_vacia;montoAsegurado_vacio
13525,2025-11-04,578,50,13,2,,79.52,80798.21,prima_vacia
13526,,619,13,7,8,804.8,,90172.41,fechaEmision_vacia;comision_vacia
13527,,2950,17,12,6,,,51576.87,fechaEmision_vacia;prima_vacia;comision_vacia
13529,2025-03-07,2211,70,7,11,734.31,77.18,,montoAsegurado_vacio
13530,2025-01-07,2663,44,14,3,,370.59,114662.84,prima_vacia
13531,2026-01-31,3773,11,2,1,1802.41,,161990.33,comision_vacia
13532,2026-02-01,2436,27,6,2,1599.52,,,comision_vacia;montoAsegurado_vacio
13533,2025-12-26,1989,9,4,7,595.55,,,comision_vacia;montoAsegurado_vacio
13534,2025-10-25,995,47,15,4,276.94,,,comision_vacia;montoAsegurado_vacio
13535,2025-11-21,2127,66,8,12,,92.89,,prima_vacia;montoAsegurado_vacio
13536,2025-08-27,1861,80,9,8,1856.42,297.6,,montoAsegurado_vacio
13537,2026-02-18,1921,63,10,11,1888.04,,161522.78,comision_vacia
13538,2025-04-27,2451,25,9,11,,51.06,,prima_vacia;montoAsegurado_vacio
13539,2025-09-06,2756,39,11,12,,16.24,7817.47,prima_vacia
13540,2025-10-18,117,2,13,2,,,70748.43,prima_vacia;comision_vacia
13541,2025-05-15,191,19,8,6,,,,prima_vacia;comision_vacia;montoAsegurado_vacio
13543,2025-01-13,1508,2,12,10,483.23,40.38,,montoAsegurado_vacio
13545,2025-04-26,2636,24,1,8,,,75907.58,prima_vacia;comision_vacia
13546,2026-01-19,2709,44,14,10,143.41,23.14,,montoAsegurado_vacio
13548,2025-03-30,2577,42,9,12,1750.76,427.77,,montoAsegurado_vacio
13550,2025-03-27,710,37,14,2,,359.87,,prima_vacia;montoAsegurado_vacio
13551,2025-04-24,166,21,12,3,1887.94,377.63,,montoAsegurado_vacio
13552,2025-06-21,1253,37,13,1,496.8,,,comision_vacia;montoAsegurado_vacio
13553,2025-11-02,592,26,10,12,,89.12,186409.11,prima_vacia
13555,2025-11-20,1242,7,9,9,,152.49,130872.84,prima_vacia
13556,2025-10-02,1693,58,9,7,256.7,,18397.61,comision_vacia
13558,2025-04-11,958,47,11,1,451.75,,,comision_vacia;montoAsegurado_vacio
13559,2025-05-12,2092,2,15,9,1924.51,122.49,,montoAsegurado_vacio
13560,2025-04-07,99,60,2,5,,139.23,61078.59,prima_vacia
13561,2026-01-02,1244,45,5,1,148.24,,,comision_vacia;montoAsegurado_vacio
13562,2025-08-03,589,27,8,10,593.04,97.78,,montoAsegurado_vacio
13563,2025-11-21,2254,34,9,2,744.79,169.22,,montoAsegurado_vacio
13564,2025-10-26,2505,43,9,4,1002.44,76.51,,montoAsegurado_vacio
13565,2025-01-24,1783,66,2,6,575.29,,58865.28,comision_vacia
13566,2025-05-08,2037,56,4,2,1674.99,382.11,,montoAsegurado_vacio
13567,2025-12-17,1717,53,1,8,1116.87,,62733.21,comision_vacia
13570,,2839,8,14,1,789.94,,,fechaEmision_vacia;comision_vacia;montoAsegurado_vacio
13571,2025-07-28,1172,51,15,10,,403.46,288912.94,prima_vacia
13572,,2714,73,14,9,0.0,8.55,6477.3,fechaEmision_vacia
13573,,249,36,2,6,,108.45,75010.73,fechaEmision_vacia;prima_vacia
13574,2025-12-27,3747,26,5,4,,322.34,94598.55,prima_vacia
13575,2025-07-01,1670,51,9,2,716.82,,135984.41,comision_vacia
13577,,2378,91,11,9,1185.41,211.8,,fechaEmision_vacia;montoAsegurado_vacio
13578,2025-01-29,3683,22,12,10,1580.47,304.11,,montoAsegurado_vacio
13581,2025-08-14,179,24,10,9,,232.11,,prima_vacia;montoAsegurado_vacio
13583,2025-04-24,1749,46,15,10,459.43,55.59,,montoAsegurado_vacio
13585,,1476,49,10,7,283.0,54.84,,fechaEmision_vacia;montoAsegurado_vacio
13586,2025-01-07,1842,22,4,11,,142.65,114362.19,prima_vacia
13587,2025-12-21,1712,69,11,3,,279.55,,prima_vacia;montoAsegurado_vacio
13588,2025-03-17,1800,73,8,12,,299.06,,prima_vacia;montoAsegurado_vacio
13589,2025-02-21,2100,32,7,12,,246.07,,prima_vacia;montoAsegurado_vacio
13591,2025-08-02,2748,6,13,6,1340.71,151.02,,montoAsegurado_vacio
13593,2025-07-24,2932,54,7,12,870.84,,162778.22,comision_vacia
13594,,1924,5,10,10,203.58,44.92,,fechaEmision_vacia;montoAsegurado_vacio
13595,2025-01-26,499,74,15,9,,,214874.85,prima_vacia;comision_vacia
13596,2025-01-23,308,22,1,6,1403.9,344.48,,montoAsegurado_vacio
13597,2025-05-16,1232,40,9,4,589.95,101.55,,montoAsegurado_vacio
13598,2025-05-29,2697,62,3,3,,179.92,72822.02,prima_vacia
13601,2026-01-05,1454,10,15,7,461.86,44.01,,montoAsegurado_vacio
13602,2025-01-28,130,73,15,5,206.47,46.54,,montoAsegurado_vacio
13603,2025-08-09,380,50,7,6,691.54,148.28,,montoAsegurado_vacio
13606,2025-11-23,2582,78,3,6,,290.66,240460.73,prima_vacia
13607,2025-07-23,1774,62,7,2,,48.52,,prima_vacia;montoAsegurado_vacio
13609,2025-09-01,2374,19,6,6,,346.62,66686.24,prima_vacia
13610,,452,70,11,2,1571.41,306.82,,fechaEmision_vacia;montoAsegurado_vacio
13611,2025-09-19,514,39,3,12,,146.19,,prima_vacia;montoAsegurado_vacio
13612,,2668,54,14,9,175.53,13.08,,fechaEmision_vacia;montoAsegurado_vacio
13613,2025-10-25,2606,32,1,11,,239.71,98303.15,prima_vacia
13614,2025-09-07,421,31,13,10,,193.97,146820.2,prima_vacia
13615,2025-12-02,1796,100,13,12,801.73,,66257.34,comision_vacia
13616,,1301,17,2,5,1493.97,306.73,73399.43,fechaEmision_vacia
13619,2025-05-14,1168,54,7,11,208.05,,31020.01,comision_vacia
13620,2025-07-14,2402,59,11,2,1040.38,,176996.39,comision_vacia
13621,2026-02-14,2292,7,12,4,,170.43,,prima_vacia;montoAsegurado_vacio
13622,2025-08-05,2239,7,8,10,392.94,,,comision_vacia;montoAsegurado_vacio
13623,2025-05-20,2746,75,15,1,925.57,90.94,,montoAsegurado_vacio
13625,2025-10-04,742,41,1,2,1346.26,,259127.91,comision_vacia
13626,2025-03-24,933,27,3,7,200.61,21.96,,montoAsegurado_vacio
13628,2025-08-10,2617,16,6,12,787.58,,,comision_vacia;montoAsegurado_vacio
13629,2025-01-07,1687,3,6,3,,257.81,138844.34,prima_vacia
13631,2026-01-19,2739,62,7,4,1015.6,,37562.99,comision_vacia
13632,2025-03-03,6,26,2,12,,132.23,41863.3,prima_vacia
13634,2025-01-28,1250,18,13,7,279.83,29.44,,montoAsegurado_vacio
13635,2025-06-13,1058,66,11,9,1151.1,,,comision_vacia;montoAsegurado_vacio
13637,2025-12-27,2228,32,3,9,,,34588.94,prima_vacia;comision_vacia
13638,2025-05-04,800,27,10,2,266.86,40.67,,montoAsegurado_vacio
13639,2025-11-04,780,48,12,8,150.77,,8081.97,comision_vacia
13640,2025-06-13,2356,39,5,1,,377.7,,prima_vacia;montoAsegurado_vacio
13642,2025-02-10,377,46,1,8,495.47,,86204.43,comision_vacia
13643,2025-11-03,931,64,14,7,,,129212.93,prima_vacia;comision_vacia
13644,,1919,20,2,10,,16.39,17007.56,fechaEmision_vacia;prima_vacia
13645,2025-01-03,1120,13,7,7,1504.26,208.49,,montoAsegurado_vacio
13646,2025-12-20,2975,27,10,5,,367.8,,prima_vacia;montoAsegurado_vacio
13647,2025-01-09,206,52,7,5,1364.52,275.61,,montoAsegurado_vacio
13648,2025-01-06,2204,9,10,1,,195.35,34444.27,prima_vacia
13649,,2555,32,7,10,524.93,,,fechaEmision_vacia;comision_vacia;montoAsegurado_vacio
13652,2025-07-19,904,12,1,10,,,,prima_vacia;comision_vacia;montoAsegurado_vacio
13653,2025-01-22,1581,17,8,7,,22.69,,prima_vacia;montoAsegurado_vacio
13654,,872,65,10,3,,70.61,,fechaEmision_vacia;prima_vacia;montoAsegurado_vacio
13655,2025-02-12,1814,3,5,2,1338.63,225.34,,montoAsegurado_vacio
13656,2025-02-19,1949,18,10,1,1907.82,,311700.11,comision_vacia
13658,2025-01-09,1864,38,9,8,763.21,,87702.04,comision_vacia
13660,2025-12-31,1101,59,1,2,340.94,27.37,,montoAsegurado_vacio
13661,2025-11-26,2573,111,15,5,1906.95,271.58,,montoAsegurado_vacio
13663,2025-08-08,527,16,3,9,,235.41,,prima_vacia;montoAsegurado_vacio
13666,2025-02-24,2611,61,5,3,,312.68,243225.93,prima_vacia
13667,,366,19,7,10,657.93,,117040.85,fechaEmision_vacia;comision_vacia
13668,2025-07-23,2158,67,1,1,,441.56,,prima_vacia;montoAsegurado_vacio
13670,2025-02-11,1581,74,10,8,,372.07,148089.75,prima_vacia
13672,2025-10-16,197,59,7,6,311.84,41.12,,montoAsegurado_vacio
13673,2025-11-26,192,79,14,4,,266.84,204398.85,prima_vacia
13674,2026-01-28,1820,71,14,12,1630.11,,183534.18,comision_vacia
13675,2026-02-14,1061,78,7,6,,149.96,,prima_vacia;montoAsegurado_vacio
13676,2025-06-10,3756,15,3,11,,80.33,191177.31,prima_vacia
13677,2025-10-19,1314,1,2,12,169.14,29.92,,montoAsegurado_vacio
13678,2026-02-07,2447,62,9,12,273.57,16.72,,montoAsegurado_vacio
13681,2025-05-19,2351,74,8,9,,,24635.08,prima_vacia;comision_vacia
13682,2025-05-16,2858,78,8,8,884.04,84.06,,montoAsegurado_vacio
13683,,1434,63,1,11,,98.75,,fechaEmision_vacia;prima_vacia;montoAsegurado_vacio
13685,2025-07-16,659,57,13,6,,227.0,169118.81,prima_vacia
13686,,2931,25,13,7,155.26,,7021.96,fechaEmision_vacia;comision_vacia
13687,2025-10-25,454,38,5,2,,176.3,107790.18,prima_vacia
13688,2025-09-14,1471,7,3,2,,31.0,,prima_vacia;montoAsegurado_vacio
13689,2025-07-05,1736,73,13,12,,,,prima_vacia;comision_vacia;montoAsegurado_vacio
13691,2025-11-20,2383,37,11,7,,,8802.04,prima_vacia;comision_vacia
13693,2025-05-25,1631,31,15,3,,,,prima_vacia;comision_vacia;montoAsegurado_vacio
13694,2025-02-04,835,33,2,11,1772.28,,,comision_vacia;montoAsegurado_vacio
13695,2025-08-18,1317,19,1,4,275.35,44.59,,montoAsegurado_vacio
13696,2025-07-10,3609,29,4,9,,338.59,77214.74,prima_vacia
13698,2025-03-04,437,23,13,1,540.31,85.85,,montoAsegurado_vacio
13700,2025-01-25,1137,8,5,3,1701.31,209.13,,montoAsegurado_vacio
13701,2025-04-06,882,18,4,4,,73.65,103717.72,prima_vacia
13702,2025-11-06,1710,56,2,1,127.7,16.1,,montoAsegurado_vacio
13703,2025-06-28,3574,11,3,2,777.68,141.34,,montoAsegurado_vacio
13704,2025-08-06,2137,65,6,2,,187.58,,prima_vacia;montoAsegurado_vacio
13707,2025-12-18,1781,51,7,2,1283.68,182.53,,montoAsegurado_vacio
13708,2025-09-15,632,15,10,8,,152.25,,prima_vacia;montoAsegurado_vacio
13709,2025-10-05,2213,3,4,10,1397.32,,,comision_vacia;montoAsegurado_vacio
13710,2025-10-26,1524,51,13,5,,333.18,,prima_vacia;montoAsegurado_vacio
13711,2025-10-07,2937,51,13,3,1418.23,,,comision_vacia;montoAsegurado_vacio
13712,2025-07-17,1456,28,4,10,78.83,7.46,,montoAsegurado_vacio
13713,2025-12-01,2927,18,10,10,,370.91,,prima_vacia;montoAsegurado_vacio
13714,,2731,27,9,4,713.85,50.3,28378.15,fechaEmision_vacia
13715,2026-02-13,678,61,5,5,,,21386.35,prima_vacia;comision_vacia
13716,2026-02-06,162,58,2,7,,240.4,,prima_vacia;montoAsegurado_vacio
13718,2025-08-19,746,49,4,2,357.82,59.28,,montoAsegurado_vacio
13720,2025-09-28,747,40,8,2,1176.19,153.14,,montoAsegurado_vacio
13721,2025-11-04,580,9,3,2,1778.91,240.18,,montoAsegurado_vacio
13722,2025-04-14,334,21,7,9,1516.04,,105946.92,comision_vacia
13726,2025-08-19,1589,36,10,9,1900.4,,278712.04,comision_vacia
13727,2025-06-04,1910,53,5,10,,2802.91,74670.42,prima_vacia
13728,2026-02-18,1387,17,4,4,,277.43,130012.01,prima_vacia
13729,2025-05-18,299,11,9,8,,207.18,,prima_vacia;montoAsegurado_vacio
13730,2025-04-23,2540,16,10,5,,307.78,266083.26,prima_vacia
13731,2025-05-12,1566,65,10,6,,61.14,66506.29,prima_vacia
13732,2025-03-22,2525,39,3,7,429.94,27.76,,montoAsegurado_vacio
13733,2025-11-12,2256,18,5,2,,248.65,,prima_vacia;montoAsegurado_vacio
13736,2025-10-16,1683,35,12,12,497.97,37.77,,montoAsegurado_vacio
13738,2026-01-01,2982,27,13,5,,60.96,,prima_vacia;montoAsegurado_vacio
13739,2025-07-21,747,41,12,9,,,19704.04,prima_vacia;comision_vacia
13740,2025-05-13,829,71,13,7,,356.48,289411.29,prima_vacia
13741,,2761,46,6,7,202.95,12.01,,fechaEmision_vacia;montoAsegurado_vacio
13742,2025-10-30,486,19,6,7,,,,prima_vacia;comision_vacia;montoAsegurado_vacio
13746,2025-03-03,2432,5,8,3,1622.92,196.05,,montoAsegurado_vacio
13748,2025-09-13,1902,39,5,3,1621.83,,62352.54,comision_vacia
13750,2025-03-08,2964,44,10,2,1611.24,,43802.0,comision_vacia
13751,2025-07-24,1653,39,15,5,,102.12,,prima_vacia;montoAsegurado_vacio
13753,2025-02-05,166,7,4,6,1078.76,90.86,,montoAsegurado_vacio
13755,2026-01-14,1583,23,2,9,482.5,97.21,,montoAsegurado_vacio
13756,2025-06-10,3872,5,12,5,,191.33,276886.03,prima_vacia
13760,2025-03-21,1414,31,4,12,0.0,,140344.77,comision_vacia
13761,2025-07-31,421,51,3,5,1077.94,,,comision_vacia;montoAsegurado_vacio
13762,2025-02-07,1062,12,13,11,228.07,,,comision_vacia;montoAsegurado_vacio
13763,2025-03-29,814,32,11,5,1117.99,,69714.84,comision_vacia
13766,2025-11-18,1670,44,6,4,,326.4,208197.85,prima_vacia
13767,2025-10-02,1232,77,10,2,,,,prima_vacia;comision_vacia;montoAsegurado_vacio
13768,2025-06-05,1288,15,12,3,893.3,85.34,,montoAsegurado_vacio
13769,2025-11-09,940,74,11,4,,149.03,114886.67,prima_vacia
13771,2025-07-04,504,3,15,4,433.66,86.21,,montoAsegurado_vacio
13773,2025-08-17,1721,34,2,12,1042.46,,,comision_vacia;montoAsegurado_vacio
13774,2025-05-11,2844,40,10,3,363.77,30.56,,montoAsegurado_vacio
13775,2025-01-19,659,26,13,3,503.82,,96044.3,comision_vacia
13776,,141,12,9,9,1812.56,107.37,136779.76,fechaEmision_vacia
13777,2025-11-17,550,15,2,1,,432.62,,prima_vacia;montoAsegurado_vacio
13778,2025-01-04,1822,19,6,9,800.43,,,comision_vacia;montoAsegurado_vacio
13780,2025-03-30,1739,22,3,12,,,,prima_vacia;comision_vacia;montoAsegurado_vacio
13781,,2875,71,12,10,733.9,163.76,108954.0,fechaEmision_vacia
13783,2025-07-19,1024,25,9,7,1847.75,,129564.48,comision_vacia
13785,2025-07-29,1525,48,5,3,,32.13,56703.9,prima_vacia
13786,2025-07-10,2511,35,13,4,,88.55,283853.59,prima_vacia
13788,2025-01-10,534,46,2,1,1345.28,,186089.54,comision_vacia
13790,2025-11-04,2030,11,6,12,932.92,48.72,,montoAsegurado_vacio
13791,2025-04-23,1313,17,15,8,462.11,46.32,,montoAsegurado_vacio
13792,,611,31,9,10,134.55,7.79,8126.4,fechaEmision_vacia
13793,2025-08-10,1744,68,5,11,756.53,112.78,,montoAsegurado_vacio
13794,2025-03-15,2594,80,13,3,,104.98,45317.39,prima_vacia
13796,2025-06-07,1499,52,6,2,1435.16,131.3,,montoAsegurado_vacio
13798,2025-05-23,1264,13,3,11,1580.0,,,comision_vacia;montoAsegurado_vacio
13799,2025-04-17,743,45,2,7,1118.95,96.49,,montoAsegurado_vacio
13800,2025-05-10,2528,44,12,7,,112.95,,prima_vacia;montoAsegurado_vacio
13801,,78,54,8,10,,142.11,91703.01,fechaEmision_vacia;prima_vacia
13803,2025-04-17,572,51,8,11,,228.92,,prima_vacia;montoAsegurado_vacio
13804,2025-09-06,1742,40,2,2,813.79,111.66,,montoAsegurado_vacio
13805,2025-04-29,1248,15,12,8,,105.57,,prima_vacia;montoAsegurado_vacio
13806,2025-12-20,1235,35,11,5,626.52,91.39,,montoAsegurado_vacio
13807,2025-11-27,2491,19,14,6,,295.13,80530.42,prima_vacia
13810,2025-09-23,1486,31,1,6,,,154511.58,prima_vacia;comision_vacia
