id_poliza,fecha_emision,id_cliente,id_corredor,id_aseguradora,id_tipo_seguro,prima,comision,monto_asegurado
14503,2025-07-20,1661,8,11,4,429.65,92.71,46554.16
14505,2025-04-10,438,4,3,1,125.61,8.1,19576.37
14507,2025-01-18,2247,76,4,8,432.31,27.5,49482.32
14510,2025-01-01,1986,70,12,10,837.36,208.81,120831.58
14514,2025-08-14,27,33,8,7,1764.29,167.46,145500.89
14519,2025-12-25,166,36,7,8,1927.66,289.54,383984.69
14520,2026-12-01,2176,7,9,9,309.74,60.54,58131.0
14521,2025-06-22,1322,58,12,1,653.33,43.41,120181.21
14525,2026-02-15,915,42,3,5,854.4,167.08,113790.16
14526,2025-04-15,197,66,14,6,1342.59,323.81,193033.04
14528,2025-07-12,2512,6,5,1,77.26,18.15,3482.32
14529,2025-01-07,2378,55,11,5,1725.94,233.97,242521.49
14531,2025-05-30,468,21,6,7,743.19,152.99,57202.3
14532,2025-03-02,714,61,9,3,1234.26,105.36,108111.59
14534,2026-01-22,2855,38,11,4,1207.58,72.21,45262.46
14538,2025-04-26,2065,3,9,5,1442.06,218.47,252119.54
14542,2025-10-02,3573,22,15,5,268.06,24.94,31462.56
14546,2025-07-21,2424,59,14,1,807.16,66.18,33711.49
14551,2025-09-28,662,80,6,11,1929.95,315.03,375491.0
14552,2025-09-05,25,53,2,4,396.35,38.26,60123.74
14557,2025-03-26,1255,74,11,1,1028.85,256.66,82910.18
14562,2025-07-08,438,31,6,6,1408.36,250.46,211672.51
14576,2025-07-13,226,64,10,12,1852.41,335.88,137713.53
14588,2025-12-14,18,61,7,5,671.97,71.27,109959.66
14592,2025-02-05,1593,78,8,8,89.25,4.95,5923.22
14607,2025-08-27,2223,70,3,8,1651.01,133.39,122556.85
14610,2025-09-21,2252,65,4,8,998.77,86.31,161466.35
14612,2025-10-11,2164,2,8,7,266.77,65.23,26824.17
14615,2025-07-22,681,20,12,7,706.62,159.6,74785.98
14616,2025-04-19,1918,72,11,8,440.94,30.61,77990.95
14617,2025-08-24,218,25,9,2,1749.98,186.1,124574.33
14623,2025-03-17,1766,24,1,11,789.37,155.64,72179.76
14624,2025-04-12,3639,76,3,7,1751.67,383.64,103824.13
14625,2025-06-01,907,79,5,7,134.16,30.24,22947.98
14629,2025-07-15,1751,68,14,9,1137.61,124.43,52268.63
14639,2026-01-15,123,76,3,8,1467.38,214.91,128880.39
14646,2025-11-12,1908,61,11,4,1864.14,351.5,282924.57
14648,2026-01-20,1314,39,11,7,866.5,144.74,120356.6
14649,2025-11-28,359,4,8,1,1773.47,301.32,52956.69
14650,2026-01-19,1178,11,5,4,783.93,137.7,69813.18
14655,2025-06-23,2660,66,2,10,84.57,16.91,2372.08
14656,2025-11-03,2885,6,1,7,1341.9,240.1,61852.59
14659,2025-12-29,802,29,4,9,775.14,90.68,139408.85
14660,2025-12-14,376,74,14,2,1669.58,178.05,91841.69
14664,2025-01-05,2673,8,6,8,720.35,141.26,136699.98
14667,2025-05-31,1894,66,14,7,1430.77,276.24,275651.21
14671,2025-10-10,786,4,7,4,1305.46,104.71,76547.7
14673,2025-04-16,2393,52,2,12,618.33,127.03,53313.39
14679,2025-04-05,508,20,8,10,699.27,120.58,69581.82
14680,2025-01-31,914,13,2,1,616.59,120.47,52257.44
14681,2025-09-01,61,56,5,3,795.51,93.58,23341.99
14686,2025-03-02,2316,7,5,1,192.79,23.06,20149.34
14689,2025-11-01,1733,5,10,11,1979.38,163.42,171700.17
14695,2025-10-22,2861,44,4,11,384.67,34.25,39959.71
14697,2025-01-11,1777,31,7,1,1890.26,112.03,173444.89
14701,2025-12-08,2177,1,2,2,1100.45,165.14,207412.37
14704,2025-05-27,498,5,15,3,705.65,56.36,120360.74
14708,2025-03-14,1463,1,1,8,1923.93,447.73,108695.04
14709,2025-03-20,1293,47,8,7,1479.06,252.35,122464.5
14712,2026-01-02,163,98,4,1,1354.02,276.95,156602.01
14713,2026-01-10,2030,21,1,4,1888.87,249.12,281547.03
14716,2025-06-01,2384,39,5,11,508.45,46.3,22569.39
14718,2025-12-22,3632,56,14,1,1901.95,210.18,232747.58
14728,2025-02-10,2635,8,6,5,51.68,11.19,9276.47
14730,2025-10-31,99,68,5,2,839.72,155.49,138404.13
14732,2025-05-19,802,78,9,7,655.56,81.89,76318.37
14736,2025-03-18,3793,58,15,11,1115.8,191.2,164071.42
14737,2025-06-26,720,10,9,7,982.91,214.74,70852.53
14740,2025-09-04,302,38,3,4,1459.56,328.08,44618.68
14741,2025-10-11,2717,42,8,6,1196.18,297.98,65577.96
14747,2025-01-18,2680,80,6,4,65.91,10.23,4278.45
14754,2026-02-02,660,54,5,7,602.93,132.46,39117.31
14755,2025-08-12,127,49,3,2,1666.96,326.09,216218.81
14761,2025-09-07,595,51,6,7,1264.63,150.5,221102.31
14765,2025-11-09,2384,49,12,2,710.54,104.25,55383.07
14768,2025-06-15,2448,42,14,7,1250.15,162.11,87147.48
14769,2025-01-03,943,18,9,7,79.01,6.91,15406.76
14772,2025-01-20,2672,68,2,1,1268.72,138.65,117468.62
14779,2025-04-01,877,56,12,10,1746.03,234.95,125325.76
14781,2025-06-11,759,95,8,12,1752.48,135.19,151620.7
14786,2025-10-13,2484,71,12,11,1915.28,387.18,245892.08
14788,2025-01-20,2656,72,11,7,1476.15,173.85,174451.63
14793,2025-12-08,1262,10,3,8,1842.01,297.37,304950.52
14797,2025-07-06,2660,80,4,5,269.84,63.57,52657.46
14800,2026-01-31,2448,76,2,4,1473.97,268.5,267508.43
14801,2025-08-18,2495,68,2,6,1306.08,236.51,220010.01
14809,2025-09-12,1260,56,2,6,1310.3,136.51,134922.83
14810,2025-01-13,440,53,15,11,1714.68,371.89,232739.76
14812,2025-11-26,768,3,11,1,889.51,167.15,142407.84
14815,2025-12-25,1093,37,1,6,195.59,37.72,12343.45
14820,2025-10-21,404,57,11,10,118.65,15.74,14855.64
14825,2025-03-29,809,48,8,1,1096.14,164.05,105864.8
14834,2025-07-12,814,25,10,6,-626.01,94.79,41324.99
14839,2025-07-09,2342,54,6,1,760.3,96.33,118262.41
14843,2025-01-13,2361,75,3,6,1992.95,464.27,236894.52
14852,2025-08-01,2749,13,11,3,1005.96,153.62,84006.89
14853,2025-06-01,2691,77,8,3,239.0,38.9,24595.24
14855,2026-09-02,2909,8,11,5,656.45,102.21,127466.95
14856,2025-08-14,1826,55,2,8,603.84,78.05,64829.11
14859,2025-04-22,1617,30,5,7,1685.7,310.71,242138.82
14860,2025-03-31,1452,12,2,4,438.89,107.58,41787.24
14865,2025-07-11,2392,16,14,3,256.82,14.68,43224.09
14868,2025-06-16,1039,35,1,4,956.25,70.97,153604.79
14875,2025-11-18,2663,10,9,4,953.8,205.03,41931.59
14884,2025-10-27,2128,3,9,5,1604.89,374.84,135409.93
14890,2025-11-06,1585,30,9,1,518.47,42.02,49332.96
14892,2025-02-22,1458,12,13,5,736.52,52.36,30767.41
14908,2025-07-31,207,78,5,6,598.43,59.93,96307.95
14912,2025-02-09,2769,27,12,4,367.62,53.12,31458.38
14918,2025-01-07,1830,34,11,7,1439.12,340.34,70240.22
14919,2025-08-27,275,59,7,12,1640.02,382.9,140763.91
14920,2025-02-04,2153,73,11,4,838.84,68.77,21725.68
14928,2025-08-28,3671,52,5,9,776.17,91.0,30591.21
14931,2025-12-03,959,71,1,12,79.64,8.47,8309.16
14939,2025-03-02,176,37,7,6,489.76,88.13,74212.24
14946,2025-07-05,1373,17,6,3,340.91,72.26,65722.49
14949,2025-09-28,1206,37,14,12,507.09,45.37,15383.38
14950,2025-08-10,1623,10,15,11,659.55,159.17,94775.64
14952,2025-08-06,2540,71,9,7,478.08,53.81,40377.59
14957,2025-08-16,1762,44,2,4,366.55,83.27,65825.12
14959,2026-01-17,2464,58,12,2,736.27,70.09,94041.24
14961,2025-04-23,1305,44,7,3,466.76,115.93,92909.29
14963,2025-05-24,2975,36,12,7,823.77,184.56,145798.66
14964,2025-03-22,1589,57,5,8,791.22,159.91,156313.36
14967,2026-01-25,2174,56,5,8,211.08,50.18,7594.57
14968,2025-04-08,1626,1,13,9,1725.6,294.02,267600.94
14970,2025-06-03,2365,36,2,8,541.19,54.22,58614.18
14972,2025-06-15,1618,18,3,3,714.32,54.52,83349.9
14975,2025-06-02,1878,52,5,12,525.11,44.14,56233.98
14977,2026-02-12,2055,17,4,3,679.06,101.04,118428.22
14980,2025-01-31,1561,40,3,6,1606.28,91.77,146161.83
14981,2025-10-03,2084,27,14,5,1061.23,238.38,210185.38
14982,2025-05-10,218,59,11,5,234.94,56.44,17002.73
14985,2025-11-09,1051,20,4,8,118.39,19.51,10082.51
14988,2025-06-19,2432,47,6,3,189.84,29.69,28655.03
14991,2025-06-24,2861,90,13,12,778.36,89.6,141251.09
14992,2025-10-07,1841,30,4,8,1402.69,144.8,146780.5
14993,2026-02-09,1700,72,6,7,110.96,22.34,9897.58
14996,2025-01-09,277,15,3,3,1381.42,141.41,61065.43
15002,2025-09-02,1161,35,12,12,1946.47,279.92,88087.63
15003,2025-05-28,2461,58,4,2,1712.31,334.64,292946.75
15004,2025-11-26,762,23,11,2,1704.72,283.47,137481.97
15005,2025-12-29,1647,69,3,5,1025.17,148.99,61180.13
15006,2025-05-17,1600,55,7,11,148.52,28.97,5763.98
15010,2025-09-19,1182,12,14,5,691.99,45.07,42599.74
15012,2025-01-03,2013,45,11,4,882.48,217.43,65618.97
15013,2025-12-27,715,51,12,7,1865.7,179.97,84651.49
15016,2025-09-01,992,33,1,3,134.49,13.77,3714.67
15018,2025-10-14,2979,50,5,12,975.72,140.87,60883.52
15019,2025-11-02,2024,22,15,2,1812.17,106.39,180323.51
15022,2025-03-06,1421,38,3,4,483.2,107.18,91665.1
15025,2025-12-22,701,61,10,10,1545.82,170.04,202410.48
15032,2025-08-04,2990,30,2,5,1582.72,90.51,49289.19
15035,2025-06-24,632,105,11,12,277.86,55.74,28463.38
15036,2025-12-14,80,58,4,8,1271.26,297.63,247195.68
15045,2025-01-26,1017,26,12,6,164.04,12.03,4035.05
15046,2025-10-14,1821,52,2,1,920.89,196.66,115818.53
15047,2025-03-05,1988,13,14,4,383.66,20.97,33625.57
15052,2025-05-12,3757,116,2,2,1731.88,393.06,219694.66
15054,2025-10-22,2807,63,7,9,444.95,68.04,37721.25
15055,2025-02-07,2924,66,6,6,161.45,10.12,13372.56
15058,2025-05-26,2151,51,13,10,1632.13,246.22,279014.26
15063,2026-01-14,969,54,8,7,236.06,48.18,31820.24
15064,2025-06-07,1043,24,9,11,789.77,119.37,71525.97
15065,2025-11-17,3746,7,10,2,1501.13,250.53,45304.57
15069,2025-10-02,1618,20,11,8,1925.1,385.6,80757.44
15070,2025-07-29,1826,77,3,2,656.72,115.98,111393.88
15079,2025-07-06,2871,18,10,2,992.21,118.3,83910.27
15082,2025-03-29,941,64,6,3,1663.64,377.54,118433.05
15089,2025-05-27,1899,48,1,5,942.9,152.02,153198.72
15093,2025-06-24,1683,28,13,11,1267.03,95.23,179962.85
15100,2026-02-11,987,63,14,4,256.5,19.38,15387.73
15104,2026-01-11,3840,54,5,10,1126.68,277.98,215453.93
15116,2025-11-22,2691,46,2,7,1356.35,119.75,265609.62
15121,2025-02-08,1072,12,13,5,167.73,37.81,24879.0
15125,2025-09-30,1389,23,15,3,718.03,42.14,133295.89
15127,2025-07-07,912,36,7,11,390.66,80.28,40236.76
15128,2025-06-21,1053,14,5,2,1254.23,157.33,38894.08
15132,2025-04-07,2565,21,14,1,1924.01,201.9,378184.73
15133,2025-01-24,295,52,15,5,528.08,114.34,50362.47
15143,2025-03-26,45,38,10,1,1366.23,85.76,43966.05
15145,2025-10-27,2966,5,3,3,605.9,94.29,114829.67
15148,2025-09-26,2889,39,6,7,543.75,110.33,41666.15
15164,2025-01-23,2395,52,11,9,1224.38,116.45,162089.71
15170,2025-11-06,1084,38,4,8,1929.58,217.14,61387.6
15171,2026-01-12,1463,27,8,3,108.62,10.96,3019.29
15180,2025-10-09,685,37,12,12,138.39,9.28,22674.15
15181,2025-06-01,1480,2,2,1,1396.44,308.64,229735.81
15183,2025-02-06,1293,14,9,1,141.86,21.47,17130.75
15190,2025-07-25,1091,23,10,7,1781.66,241.69,211536.86
15201,2025-11-25,296,48,10,3,1938.83,207.5,223315.67
15203,2025-11-15,2406,24,7,10,1723.37,302.64,244885.84
15205,2025-08-06,392,76,5,7,395.55,79.08,36397.77
15208,2025-04-03,1075,23,5,11,446.88,84.65,12833.58
15215,2025-06-05,2177,21,3,5,1323.45,247.72,79870.04
15217,2025-12-16,1162,73,5,11,728.8,128.84,141769.41
15223,2025-03-09,443,45,5,9,1391.37,110.81,137598.67
15224,2025-11-24,2811,53,7,10,1596.12,289.37,230682.97
15238,2025-05-29,1633,79,2,3,1288.71,232.61,251233.63
15247,2025-11-27,968,80,4,6,1729.34,101.27,42409.33
15249,2025-07-24,2461,60,11,12,821.03,195.74,85781.12
15252,2026-01-24,806,67,11,7,376.47,500.51,65819.56
15256,2025-12-27,739,13,6,4,1698.24,192.96,179602.22
15258,2025-08-08,1715,23,15,1,1242.3,286.94,167554.34
15266,2025-02-24,1909,36,8,2,1416.39,321.25,144800.97
15267,2025-11-09,252,59,8,3,508.54,77.78,46058.38
15277,2025-07-21,2937,46,7,12,260.57,39.23,23742.31
15279,2025-09-30,1302,75,13,5,1147.97,227.35,187961.57
15281,2026-01-21,2255,64,13,2,664.71,68.76,105800.1
15288,2025-02-19,2640,28,5,11,506.06,106.12,51402.7
15293,2025-04-23,1275,70,4,1,1810.29,105.67,203776.84
15297,2025-10-06,44,59,8,6,1115.66,269.09,142571.97
15298,2026-02-05,1522,38,8,5,606.53,74.46,79419.58
15300,2025-05-25,1157,5,8,6,1098.19,213.01,129067.71
15301,2025-04-05,328,62,11,11,1436.45,196.13,124727.41
15303,2025-10-02,1454,26,1,5,69.39,14.24,6456.37
15307,2025-09-22,417,80,11,11,541.82,114.91,67521.75
15313,2025-11-05,1158,33,5,9,1177.13,151.32,200027.96
15316,2025-01-30,1267,33,5,2,900.26,1224.63,142858.93
15317,2025-08-11,1871,5,7,7,1485.25,218.81,197392.39
15318,2025-06-23,1359,11,13,11,1785.28,417.67,269303.15
15319,2025-07-19,763,24,3,1,261.47,55.73,23344.14
15320,2025-11-06,1354,74,13,5,744.22,61.93,131001.14
15323,2025-08-28,560,26,15,7,127.57,23.77,12667.39
15334,2025-12-28,2652,62,10,11,902.57,222.67,111522.01
15336,2026-02-18,2359,25,14,2,633.43,809.92,48212.94
15340,2025-01-10,1872,11,15,9,328.83,62.94,22561.63
15342,2025-03-31,1840,25,3,7,519.87,50.95,76905.88
15347,2025-02-03,2962,52,3,12,1293.21,202.21,228842.13
15348,2025-07-08,1569,1,2,8,1088.58,184.75,119816.04
15350,2025-02-22,2948,7,5,1,639.05,147.38,64895.94
15352,2025-03-16,376,31,10,1,244.37,36.79,13563.86
15371,2025-06-16,1853,76,12,1,760.85,163.63,128146.21
15372,2025-06-09,2898,77,3,5,74.74,14.95,3643.08
15373,2026-01-03,2126,100,5,4,129.25,25.14,20438.36
15375,2025-01-15,1365,71,8,6,1401.58,242.63,260295.43
15378,2025-05-09,1701,10,6,4,261.54,55.0,14472.28
15389,2025-12-19,3679,21,12,5,1478.0,106.96,64443.99
15395,2025-03-20,1839,69,12,2,1007.51,154.33,159296.53
15400,2025-08-14,1281,20,10,12,-579.78,72.11,107994.89
15407,2025-02-01,2982,23,3,7,1819.4,365.8,229470.8
15414,2025-06-16,2734,74,7,2,271.03,37.44,15042.32
15416,2025-10-09,966,68,9,4,390.79,56.37,73212.54
15418,2025-11-20,309,58,2,12,1748.44,184.62,155846.09
15419,2025-06-04,1657,14,12,12,679.61,72.7,18122.61
15420,2026-03-02,1199,1,9,2,433.82,83.76,41644.74
15422,2025-04-03,250,33,1,7,1175.61,201.78,184359.23
15424,2025-07-16,276,30,14,2,840.9,86.19,49403.56
15432,2025-11-01,386,13,6,2,133.54,16.95,21898.14
15433,2025-06-08,1150,73,3,5,621.76,98.72,53275.54
15434,2025-10-06,188,59,8,5,874.64,193.54,105184.32
15437,2025-04-27,724,24,1,11,669.04,122.81,17478.73
15439,2025-02-20,6,57,2,4,769.79,150.75,18109.45
15440,2025-03-08,164,26,11,6,455.39,25.67,27385.36
15441,2025-08-10,2773,77,1,11,0.0,100.52,57881.76
15444,2025-03-16,2087,71,10,1,1945.31,469.52,277681.72
15447,2025-06-01,1376,55,4,8,1007.12,161.97,137660.15
15449,2025-07-29,2556,44,1,12,1918.91,216.67,336745.67
15451,2025-06-05,2566,42,5,12,1561.9,89.76,104177.12
15454,2026-01-26,1786,43,7,1,515.51,106.03,59024.46
15461,2025-03-13,936,65,8,9,76.51,13.98,9929.93
15462,2025-06-23,2997,78,6,7,920.75,135.74,55439.0
15464,2025-11-27,2672,79,9,7,1245.84,150.21,204080.23
15465,2025-11-01,3713,2,4,5,1228.65,231.69,235857.75
15472,2026-02-14,693,59,9,1,511.23,49.92,59560.2
15473,2025-09-12,1241,52,6,3,1469.56,198.95,101448.13
15474,2026-01-10,1700,58,12,4,1105.23,219.35,214566.12
15479,2025-11-18,2573,31,4,1,1333.08,320.88,80814.8
15481,2025-06-08,2130,43,10,6,1066.24,133.75,97012.1
15488,2025-11-03,147,66,9,9,197.62,31.99,15882.58
15495,2025-03-23,2591,58,7,7,1998.43,397.87,311311.72
15496,2025-01-13,1276,33,2,5,1718.44,175.92,302762.16
15497,2025-04-30,2336,35,13,9,339.81,25.52,35671.89
15498,2025-09-14,1616,5,10,8,1841.17,144.15,322176.46
15501,2026-01-18,1756,2,1,10,452.51,82.47,47031.07
15506,2025-10-22,1753,37,8,4,1128.5,85.13,164361.51
15515,2025-07-15,2868,25,14,7,1877.09,398.05,351731.42
15520,2025-01-25,501,28,2,11,215.97,26.19,13899.78
15522,2025-08-22,523,72,11,11,640.42,85.19,40820.25
15524,2025-06-15,234,32,8,1,85.48,12.91,16504.78
15527,2025-07-28,1139,73,14,7,1636.77,118.58,228850.54
15532,2025-12-07,1793,1,5,8,994.06,146.13,185037.24
15533,2025-02-11,1148,3,6,9,545.58,85.21,17282.84
15535,2025-05-28,1491,21,2,4,1713.1,230.08,171289.52
15540,2025-02-02,45,35,13,3,800.73,71.82,68168.34
15541,2025-09-15,804,23,3,5,658.87,72.98,25021.67
15543,2025-09-22,3817,75,11,3,965.74,128.32,186655.67
15544,2025-04-09,1354,9,7,12,122.74,15.46,15572.72
15545,2025-04-20,2126,61,14,8,177.59,36.95,11651.61
15546,2025-08-30,2870,7,5,10,1536.64,166.06,35345.67
15552,2025-10-15,151,17,13,10,1178.2,266.23,115100.84
15555,2025-11-15,1658,68,8,8,0.0,144.49,125628.03
15557,2026-02-17,1723,58,8,11,363.68,31.13,25396.78
15560,2025-09-24,1958,42,15,9,635.75,90.72,34087.25
15561,2025-07-07,365,1,8,11,74.26,8.92,14148.2
15562,2025-10-15,2552,45,9,4,1250.57,275.54,47091.62
15567,2025-10-03,949,69,15,5,1634.74,306.42,33139.82
15571,2025-10-30,621,21,7,11,1379.82,331.41,39834.58
15578,2025-06-04,2204,34,8,11,1694.85,247.07,325168.52
15581,2025-12-01,2873,79,15,7,928.44,209.16,43178.67
15582,2025-04-09,2346,57,10,12,889.82,56.28,171904.51
15583,2025-04-15,2691,70,12,8,1829.21,355.36,164118.27
15594,2025-01-03,203,54,10,12,1041.43,1485.32,21639.08
15597,2026-01-08,1349,1,9,12,520.74,121.95,51536.23
15599,2025-11-13,1125,22,6,8,1438.93,336.72,178442.73
15605,2025-07-14,1347,21,9,1,-659.79,95.24,71706.99
15610,2025-03-28,2614,37,5,11,500.64,33.68,53712.14
15612,2025-03-13,1497,14,6,8,927.71,66.87,135138.61
15613,2025-06-26,2915,2,5,11,553.69,712.81,22358.04
15617,2025-06-23,1822,51,15,3,1395.75,259.34,260528.4
15619,2025-03-23,2433,60,9,6,1109.48,159.8,126625.76
15620,2025-11-02,1433,77,4,7,800.78,195.13,79165.78
15622,2025-03-24,688,48,14,1,1881.36,229.33,124911.57
15623,2025-08-21,1808,37,6,12,1501.27,360.62,33177.53
15628,2026-02-12,2047,37,15,8,1057.57,57.77,75850.82
15629,2025-08-27,2985,26,5,9,978.86,85.4,110948.84
15635,2025-05-08,1297,7,6,11,797.09,42.41,23508.55
15641,2025-07-06,882,74,2,8,746.08,143.93,149082.07
15644,2025-05-10,2554,5,6,11,163.13,9.85,31436.95
15645,2025-06-13,295,9,2,10,193.86,33.31,38703.03
15647,2025-01-13,2623,68,8,3,1318.36,238.94,203376.32
15650,2025-05-06,2313,37,7,11,63.3,14.77,3684.48
15651,2025-02-11,1760,13,2,1,1194.04,155.89,139417.47
15653,2025-09-23,1979,78,6,7,1167.61,183.5,161371.46
15655,2026-01-16,1472,35,1,6,246.79,51.77,20076.0
15658,2025-02-04,745,13,13,12,781.41,121.21,33419.36
15659,2025-02-26,2083,29,11,5,788.7,95.12,84120.13
15661,2026-01-24,1053,36,14,1,374.47,78.1,26234.85
15662,2025-11-04,2729,45,10,8,963.38,81.74,104842.41
15664,2025-01-11,411,38,2,5,429.87,70.13,77595.43
15667,2025-12-09,354,16,7,8,1904.22,168.69,339431.18
15676,2025-10-23,804,54,5,4,241.72,266.79,17551.55
15681,2025-09-11,1271,75,13,8,607.21,119.0,91068.23
15683,2025-12-02,1614,16,4,2,1016.15,90.02,87866.92
15692,2025-12-07,796,38,11,12,1424.59,1916.78,70558.35
15695,2025-01-01,1419,80,13,12,444.59,68.69,39503.85
15699,2025-07-14,1295,74,11,3,889.94,154.76,69696.51
15704,2026-01-23,1046,68,5,6,1018.17,240.89,130143.39
15705,2025-10-04,1834,75,15,4,1652.65,254.48,164017.4
15706,2025-03-17,1335,38,6,7,518.52,111.66,97263.83
15710,2026-02-13,2165,61,15,5,536.29,92.2,34822.23
15712,2025-08-15,47,12,15,3,472.67,36.99,18217.19
15718,2025-05-31,2834,73,12,7,793.76,130.35,44142.43
15719,2025-04-18,902,80,7,9,1438.96,253.27,140807.2
15729,2025-12-08,2197,77,13,8,931.54,159.75,183365.55
15730,2025-04-27,802,23,12,3,1364.57,151.67,237246.27
15733,2025-12-28,1143,71,15,10,1601.57,226.46,124376.94
15739,2025-09-21,2441,43,5,6,932.56,93.88,109597.79
15740,2025-11-15,2310,70,2,5,1793.78,395.7,240721.76
15741,2025-12-29,807,14,12,9,853.63,176.13,29660.35
15742,2025-04-23,786,64,6,7,762.68,177.62,67090.11
15743,2025-12-17,1213,29,13,2,781.89,151.06,54539.2
15744,2025-08-03,1804,79,13,1,589.14,33.88,112430.47
15746,2025-07-28,2636,48,2,9,610.97,77.7,43728.95
15749,2025-01-03,1273,26,14,12,1128.6,66.43,173323.31
15750,2025-06-11,2572,35,15,4,1639.94,125.51,326270.22
15753,2025-07-22,455,74,1,5,959.83,85.69,187971.7
15754,2025-11-15,1343,73,4,1,429.54,25.96,52168.4
15760,2025-07-22,1900,27,12,7,618.62,140.13,48382.64
15767,2025-03-23,568,35,3,11,1160.75,103.02,73741.92
15772,2025-02-06,904,36,6,5,1470.6,247.89,208961.03
15773,2025-07-10,2200,45,15,4,589.45,32.0,113153.98
15774,2025-07-06,2866,25,8,6,509.9,43.75,40089.4
15776,2025-11-06,2577,79,3,7,948.16,98.52,128830.07
15777,2025-10-04,1194,76,15,5,1499.98,186.65,270143.15
15780,2025-10-11,2739,13,13,10,769.56,54.67,45561.81
15784,2025-10-15,2196,62,13,2,435.33,30.92,51978.77
15785,2026-01-11,3578,67,13,4,1659.45,222.78,47766.54
15790,2025-09-13,452,12,15,10,1688.16,171.74,105244.58
15791,2025-08-19,1977,33,3,8,-670.76,88.62,62451.54
15797,2025-08-03,3782,47,6,11,0.0,79.04,22032.03
15800,2026-01-10,183,27,8,4,1192.43,73.88,194879.82
15804,2025-05-19,1574,9,9,12,730.08,43.72,35713.35
15805,2025-07-19,2617,1,9,12,346.35,83.48,8371.68
15811,2025-08-28,1590,20,6,4,1283.13,104.68,218166.05
15813,2025-10-25,1929,64,15,7,580.63,98.39,39441.73
15814,2025-05-11,2431,5,1,2,388.9,700.02,48712.01
15817,2025-09-26,732,75,2,11,1571.59,163.76,217556.66
15821,2025-05-12,2228,26,11,2,62.84,4.24,5719.85
15825,2025-09-12,470,18,5,4,446.23,71.59,48070.76
15826,2025-07-02,484,2,7,12,1988.1,428.62,371327.68
15827,2025-11-12,1927,8,4,12,337.84,70.98,31007.13
15833,2025-01-27,2683,9,14,2,204.29,42.49,24152.83
15834,2025-02-17,2695,34,8,10,910.4,107.44,71787.2
15839,2025-01-28,2595,19,10,9,659.36,67.73,122215.84
15840,2025-10-23,2949,69,11,7,1218.4,157.0,182575.16
15845,2025-11-10,492,58,13,10,248.4,35.97,7305.32
15846,2025-08-02,1344,67,8,6,70.38,5.72,13135.64
15847,2026-01-16,1914,27,10,10,1297.97,254.38,76485.34
15848,2025-03-05,2932,37,13,6,1079.58,61.72,84546.83
15852,2025-02-25,2932,53,4,3,952.8,213.25,45363.69
15856,2025-10-13,284,31,4,1,892.44,109.86,155621.71
15858,2025-11-19,365,39,1,9,1784.24,355.25,42609.26
15864,2025-01-26,104,19,11,4,1287.29,228.93,239242.93
15865,2025-10-25,2983,62,1,2,766.82,105.72,143682.74
15868,2025-06-14,898,44,11,8,1266.01,220.31,58958.34
15869,2025-12-10,1701,41,11,8,1328.18,227.67,92846.35
15870,2025-10-04,976,48,10,6,1810.36,236.32,109541.52
15871,2026-01-24,161,7,5,11,98.84,16.93,7585.49
15872,2025-12-20,2518,26,3,5,1006.12,141.04,187592.42
15880,2025-11-11,1774,79,14,10,588.09,136.84,31206.13
15884,2025-03-15,452,79,1,12,754.41,144.3,53964.46
15885,2025-10-07,997,45,10,7,771.46,108.54,130068.21
15886,2025-10-24,1251,20,10,5,95.84,10.81,2213.47
15894,2025-09-25,587,36,14,4,856.69,157.71,130018.61
15896,2025-05-18,1966,28,3,5,296.81,54.04,45437.96
15901,2026-01-11,1157,5,10,10,199.43,41.56,17495.02
15904,2025-08-30,500,9,10,4,1007.44,242.63,33678.67
15908,2025-10-09,2995,27,2,3,829.76,139.06,68466.83
15909,2025-09-10,2942,39,7,9,1498.54,262.72,153443.52
15918,2025-11-12,2551,32,11,9,1324.03,230.83,84994.85
15924,2025-08-01,1006,44,12,1,519.43,70.21,69608.4
15930,2025-07-13,2929,57,7,9,493.04,43.75,96455.67
15934,2026-02-11,834,44,12,12,1600.6,360.81,301306.78
15935,2026-02-15,371,28,1,8,1066.19,53.43,133747.45
15938,2025-10-17,2807,69,3,2,1481.24,161.97,287853.06
15942,2025-08-14,829,58,4,1,1218.17,296.47,79691.33
15944,2025-09-14,397,54,3,12,282.97,54.68,45122.02
15947,2025-05-04,843,17,5,4,222.85,41.47,30361.77
15955,2025-12-07,1794,30,4,10,839.96,184.32,135347.37
15962,2025-07-13,2196,1,12,10,877.04,216.78,130819.97
15963,2025-05-23,700,24,2,3,435.81,44.78,15801.23
15972,2025-04-22,1480,11,11,2,1580.49,388.92,270699.31
15974,2025-08-13,2970,79,15,2,1685.01,382.51,79633.77
15975,2025-06-21,131,43,15,3,1468.31,250.9,204377.18
15976,2025-12-28,1337,71,5,3,370.2,21.99,65913.72
15979,2025-12-20,694,41,13,6,178.98,43.96,4360.54
15982,2026-06-01,1930,13,3,9,1180.5,84.8,144739.93
15987,2025-03-28,2710,23,8,3,853.92,182.8,163129.85
15989,2025-06-28,2966,39,13,4,291.66,49.25,27478.24
15994,2025-07-15,1344,38,15,6,1612.7,96.29,79259.42
15997,2025-01-28,2986,65,15,12,1564.64,210.52,292182.33
16000,2025-08-29,350,8,7,6,880.27,54.84,150510.94
