id_siniestro,id_poliza,fecha_siniestro,monto_siniestro,estado
2089,2634,2025-01-24,9920.66,Cerrado
2090,13334,2025-08-18,6943.67,Abierto
2091,5036,2025-01-22,13241.53,Cerrado
2093,4037,2025-07-18,1286.47,Abierto
2094,11735,2025-07-28,9284.86,Rechazado
2095,12067,2025-09-10,12193.03,Abierto
2097,3591,2025-02-21,-6057.44,Rechazado
2098,14020,2025-02-09,8582.29,Abierto
2099,11451,2025-09-10,10982.18,Abierto
2100,10108,2025-04-02,1987.87,Cerrado
2101,24844,2025-06-19,1412.2,Rechazado
2103,17393,2025-09-11,6191.46,Cerrado
2104,16856,2026-11-02,4766.37,Cerrado
2105,18088,2025-03-21,8073.53,Abierto
2107,12057,2026-02-21,11051.74,Abierto
2109,23109,2025-01-02,10971.03,Rechazado
2111,21573,2025-01-07,2992.6,Cerrado
2114,7677,2025-04-18,4151.82,Rechazado
2117,24992,2025-04-03,7653.58,Abierto
2118,17518,2025-11-03,13923.05,Abierto
2121,19308,2025-02-07,663.12,Rechazado
2122,12346,2025-12-05,8568.98,Rechazado
2124,5124,2025-10-25,14936.35,Abierto
2125,10888,2025-12-13,3348.65,Abierto
2126,12350,2025-11-10,12101.95,Abierto
2127,13382,2025-01-08,14897.7,Rechazado
2128,9332,2025-03-18,3399.29,Cerrado
2131,23436,2025-09-13,5982.94,Cerrado
2132,25745,2025-07-21,9260.15,Cerrado
2135,2938,2025-02-01,2872.8,Abierto
2136,12132,2025-08-04,6320.16,Abierto
2138,20659,2025-11-11,12384.59,Rechazado
2139,1271,2025-04-04,10237.56,Cerrado
2142,10758,2025-09-20,11722.12,Cerrado
2144,3429,2025-10-14,1670.77,Abierto
2145,2154,2025-07-01,-8284.4,Abierto
2146,18485,2025-10-26,9261.89,Cerrado
2148,2733,2026-02-18,325.67,Cerrado
2149,20041,2025-10-25,11837.0,Cerrado
2150,22568,2025-01-20,3707.92,Abierto
2152,23495,2025-11-25,5511.11,Cerrado
2153,23172,2025-08-09,7871.92,Cerrado
2157,4386,2025-01-24,14883.66,Abierto
2158,6626,2025-11-26,3317.82,Rechazado
2162,953,2025-09-01,10703.97,Cerrado
2164,3580,2025-04-18,11081.21,Rechazado
2165,22516,2025-04-17,1734.1,Abierto
2166,17272,2025-09-27,5817.24,Abierto
2167,20892,2025-01-15,9492.02,Abierto
2168,11975,2025-07-27,4716.66,Abierto
2169,920,2025-09-29,12524.67,Cerrado
2172,21824,2025-02-16,5061.04,Abierto
2173,8693,2025-05-25,1265.15,Cerrado
2174,22616,2025-06-16,6605.23,Rechazado
2176,14177,2025-04-02,7436.09,Rechazado
2178,21517,2025-09-22,13089.13,Abierto
2179,13879,2025-01-11,7165.5,Cerrado
2180,14228,2025-02-16,8440.65,Cerrado
2183,14188,2025-03-15,1766.51,Abierto
2184,15946,2025-01-11,14291.37,Cerrado
2186,22878,2025-12-29,8833.35,Rechazado
2188,19306,2025-08-16,9700.04,Abierto
2190,4196,2025-10-23,14465.04,Cerrado
2193,23797,2025-09-17,4161.15,Cerrado
2194,24751,2025-06-21,5918.66,Rechazado
2197,11018,2025-09-30,6670.45,Rechazado
2198,10691,2025-12-05,389.29,Abierto
2202,13509,2025-01-29,504.49,Cerrado
2203,15184,2025-09-13,13556.8,Abierto
2204,21082,2025-09-15,2865.43,Cerrado
2205,19380,2025-01-12,1115.6,Rechazado
2206,12030,2026-05-02,2191.9,Cerrado
2208,20662,2025-07-03,5471.24,Abierto
2209,15719,2025-12-19,9523.17,Rechazado
2212,3860,2025-10-06,5796.52,Abierto
2213,25745,2025-04-12,12529.36,Rechazado
2214,25517,2025-02-10,2615.55,Abierto
2216,3983,2025-11-12,2450.01,Cerrado
2217,13829,2025-01-06,1165.66,Abierto
2222,24471,2025-06-11,13877.87,Rechazado
2224,848,2025-12-05,2662.33,Cerrado
2225,3253,2025-06-05,2803.56,Abierto
2228,930,2026-02-23,4808.1,Abierto
2229,14124,2025-10-29,2738.54,Abierto
2230,546,2025-03-12,5998.62,Abierto
2231,22059,2025-09-26,1229.16,Cerrado
2234,14868,2025-12-27,8850.48,Cerrado
2235,14259,2026-01-11,3508.83,Rechazado
2236,10881,2025-11-21,2672.13,Cerrado
2237,22146,2025-09-20,4335.72,Cerrado
2238,211,2025-05-14,7508.73,Abierto
2239,15667,2025-01-16,6228.34,Abierto
2242,479,2025-03-05,517.9,Rechazado
2245,8411,2026-01-29,1688.98,Rechazado
2246,2942,2025-06-02,7651.83,Abierto
2250,653,2025-10-04,14823.61,Abierto
2251,9394,2025-12-17,14714.55,Abierto
2252,10643,2025-05-23,5223.28,Abierto
2256,12348,2025-01-21,5044.3,Abierto
2257,1205,2025-08-11,14848.25,Abierto
2258,2702,2025-05-13,6564.88,Cerrado
2259,8275,2025-10-07,4289.11,Rechazado
2260,294,2026-01-11,1995.7,Abierto
2262,25816,2025-01-18,8126.29,Cerrado
2264,383,2025-07-20,2899.03,Abierto
2266,6143,2026-09-02,4990.08,Rechazado
2268,17149,2025-01-24,3428.9,Cerrado
2274,10568,2025-09-28,415.17,Abierto
2275,14372,2026-01-19,9050.27,Abierto
2276,1685,2026-09-01,10408.01,Cerrado
2277,16369,2025-02-22,11396.17,Cerrado
2279,16860,2026-01-14,14390.09,Cerrado
2280,24625,2025-08-05,10280.03,Rechazado
2283,23563,2025-12-01,11492.11,Rechazado
2284,1716,2025-07-25,547.95,Abierto
2285,9182,2026-02-05,10202.88,Cerrado
2287,21733,2025-01-05,8114.46,Cerrado
2288,14167,2025-07-24,14910.27,Cerrado
2289,4941,2025-04-23,12277.29,Abierto
2290,25693,2025-09-14,11619.68,Abierto
2291,23311,2025-04-13,8387.68,Cerrado
2295,22502,2025-09-26,3581.7,Abierto
2298,17235,2025-02-26,13251.43,Abierto
2300,9130,2025-01-09,13014.92,Abierto
2304,21139,2025-06-23,9986.27,Abierto
2305,20381,2025-01-23,-7976.14,Cerrado
2307,24379,2025-11-29,13220.01,Rechazado
2309,19908,2025-04-24,6094.35,Cerrado
2310,7070,2025-10-24,14806.7,Cerrado
2314,207,2025-09-02,7575.95,Abierto
2315,9092,2025-09-08,11258.09,Cerrado
2316,19617,2025-03-06,4975.98,Abierto
2317,18281,2025-01-31,11155.12,Rechazado
2318,19853,2025-03-09,2723.1,Cerrado
2319,20905,2025-02-19,13151.98,Cerrado
2320,8405,2025-04-30,4382.48,Abierto
2322,9238,2025-08-14,12773.61,Cerrado
2323,20339,2025-11-18,754.59,Cerrado
2324,6083,2025-02-21,3266.86,Abierto
2326,8023,2025-10-22,12379.63,Cerrado
2327,22263,2025-05-28,800.4,Cerrado
2329,15796,2025-04-05,4628.55,Cerrado
2330,14245,2025-07-14,12207.9,Cerrado
2332,15055,2026-02-12,2269.28,Abierto
2333,17559,2025-04-04,10801.93,Abierto
2335,7650,2025-06-07,13997.84,Cerrado
2337,16616,2026-01-31,10442.64,Abierto
2338,21892,2025-09-17,7190.29,Cerrado
2339,10117,2025-09-19,7948.35,Cerrado
2340,4879,2025-12-15,269.78,Rechazado
2341,4441,2025-08-04,11469.13,Cerrado
2343,4136,2025-04-09,9744.21,Rechazado
2344,12338,2025-08-14,9750.47,Rechazado
2345,13756,2025-07-19,2297.97,Cerrado
2347,12776,2026-01-28,10654.25,Cerrado
2348,3930,2025-11-18,11604.19,Cerrado
2349,760,2025-04-11,7023.3,Abierto
2350,15335,2025-07-26,12966.01,Abierto
2355,7609,2025-05-31,13465.17,Abierto
2362,18186,2025-11-19,8438.91,Cerrado
2366,10170,2025-08-26,3414.4,Cerrado
2370,22837,2025-02-21,5945.36,Cerrado
2371,17364,2025-01-04,2937.9,Cerrado
2374,12368,2026-01-13,7439.8,Abierto
2375,18434,2025-03-30,12441.43,Cerrado
2376,10835,2025-10-20,14972.28,Cerrado
2378,5878,2025-05-14,12931.4,Abierto
2380,17263,2025-03-08,1154.63,Rechazado
2381,14036,2026-01-05,2500.27,Cerrado
2382,15145,2025-04-25,314.53,Cerrado
2386,5906,2025-01-05,9787.74,Cerrado
2387,24065,2025-02-25,3308.24,Cerrado
2388,23027,2025-06-13,14809.5,Rechazado
2389,5149,2025-07-07,10375.18,Cerrado
2391,24460,2025-05-16,11725.19,Abierto
2393,22149,2025-03-21,2011.44,Cerrado
2395,7209,2025-11-27,10200.89,Abierto
2396,7983,2025-02-24,5007.92,Abierto
2397,19783,2025-03-21,9790.53,Abierto
2398,17641,2025-10-25,7746.44,Abierto
2399,7193,2025-10-04,7164.56,Cerrado
2400,22636,2025-07-15,2337.9,Rechazado
2401,10658,2025-12-08,4694.99,Abierto
2403,23349,2025-05-11,10238.65,Rechazado
2404,21221,2025-04-19,14029.64,Cerrado
2405,23285,2025-08-22,12363.98,Abierto
2406,15740,2025-08-12,4078.5,Abierto
2407,23995,2025-07-18,8050.4,Abierto
2411,24991,2025-08-17,7262.04,Cerrado
2412,19992,2025-06-09,6406.63,Cerrado
2413,23012,2025-04-25,9061.78,Abierto
2414,1517,2025-07-24,6475.06,Cerrado
2415,66,2025-03-13,11755.35,Abierto
2416,1078,2025-08-04,5459.25,Rechazado
2417,8645,2025-10-25,13797.5,Cerrado
2420,3033,2026-02-19,5493.68,Abierto
2422,24746,2026-01-06,2522.97,Abierto
2425,24214,2025-02-14,4013.87,Abierto
2426,10280,2026-02-23,6207.54,Rechazado
2429,5224,2026-02-08,378.08,Cerrado
2431,24626,2025-04-03,12215.39,Cerrado
2432,18771,2025-07-20,2017.43,Abierto
2433,10752,2025-05-10,5360.13,Abierto
2435,7115,2025-12-25,7962.69,Abierto
2437,18266,2025-11-04,9858.65,Abierto
2438,20113,2025-07-17,9676.33,Abierto
2441,62,2025-02-19,1496.63,Abierto
2442,20778,2025-03-22,5879.43,Rechazado
2444,449,2025-07-19,8903.7,Cerrado
2446,1205,2025-04-30,1763.15,Abierto
2452,4667,2025-05-28,1727.42,Cerrado
2456,22714,2025-05-29,4929.6,Abierto
2457,19031,2025-07-09,6583.55,Abierto
2458,12074,2025-01-31,14637.58,Cerrado
2459,6830,2025-07-27,6391.22,Cerrado
2460,9157,2025-10-25,2841.38,Cerrado
2462,23286,2025-01-01,12421.35,Cerrado
2463,19863,2025-10-28,14915.78,Abierto
2465,22578,2025-12-16,10105.3,Cerrado
2466,2564,2026-11-01,14850.5,Cerrado
2468,1404,2025-12-23,4198.56,Abierto
2469,18400,2025-10-17,10605.84,Rechazado
2472,16259,2026-01-31,6838.86,Abierto
2473,4813,2025-05-25,1377.24,Cerrado
2475,18225,2025-01-02,12121.54,Rechazado
2476,12085,2025-07-02,1118.13,Rechazado
2477,25843,2026-01-10,7696.83,Rechazado
2478,20424,2025-07-23,13068.92,Cerrado
2479,13560,2025-10-05,2479.3,Abierto
2482,1019,2025-09-19,5005.97,Abierto
2484,17787,2025-04-06,6775.93,Cerrado
2485,3199,2025-04-08,10352.24,Abierto
2486,19872,2025-09-01,7863.24,Cerrado
2488,10412,2025-09-21,3906.19,Cerrado
2489,6196,2025-04-08,9984.93,Abierto
2490,12511,2025-04-11,12044.17,Abierto
2491,8021,2025-12-20,2814.81,Rechazado
2492,18987,2025-12-05,11764.91,Abierto
2493,25631,2026-01-01,3723.53,Cerrado
2494,889,2025-02-19,13998.03,Cerrado
2496,17445,2025-08-04,7228.95,Abierto
2497,23720,2025-12-08,10606.96,Abierto
2498,9901,2025-12-06,3440.17,Abierto
2499,20298,2025-07-24,10616.77,Rechazado
2502,14352,2025-12-18,3503.37,Cerrado
2503,23867,2025-07-08,8508.74,Abierto
2506,13946,2025-08-10,8459.98,Cerrado
2507,15444,2025-10-29,9150.34,Abierto
2509,4641,2025-11-25,8292.88,Cerrado
2512,2582,2026-02-04,12624.08,Rechazado
2513,2898,2025-11-24,10512.5,Cerrado
2515,21053,2025-03-25,13040.7,Rechazado
2516,17054,2025-12-31,11613.93,Abierto
2517,16849,2026-02-22,12403.79,Cerrado
2518,22891,2025-01-20,11735.78,Cerrado
2521,10837,2026-01-29,9625.32,Cerrado
2522,20072,2026-05-02,1244.65,Abierto
2523,14211,2026-11-02,1603.59,Abierto
2525,22041,2025-04-28,807.52,Abierto
2526,5668,2025-11-28,11057.31,Cerrado
2529,14439,2025-08-16,5690.29,Cerrado
2531,4616,2025-11-24,3980.52,Abierto
2532,4821,2025-02-11,10235.17,Cerrado
2534,9782,2026-02-02,6497.59,Rechazado
2537,18813,2025-12-13,3629.23,Abierto
2539,17283,2025-12-15,1791.99,Abierto
2540,4243,2025-06-29,6832.04,Cerrado
2546,25524,2025-09-26,9916.53,Rechazado
2548,22829,2025-06-02,1392.67,Abierto
2550,86,2026-01-05,5495.7,Rechazado
2555,8628,2025-10-05,7297.62,Rechazado
2560,18321,2025-07-02,1448.29,Cerrado
2563,24054,2025-03-20,2654.93,Abierto
2565,24718,2025-07-23,6620.36,Abierto
2566,17391,2025-04-20,5603.71,Cerrado
2567,3813,2025-08-23,1283.38,Abierto
2568,12798,2025-05-09,11140.05,Abierto
2569,3583,2025-04-18,13166.5,Cerrado
2570,9855,2025-09-05,8780.44,Abierto
2571,16206,2025-12-24,10234.5,Cerrado
2572,4226,2025-02-04,13236.79,Cerrado
2573,20514,2025-01-04,1591.64,Abierto
2575,23247,2025-07-18,4025.27,Abierto
2577,10627,2025-06-26,3251.74,Cerrado
2579,19119,2025-06-22,14492.69,Cerrado
2581,5281,2025-10-19,6940.65,Rechazado
2583,14143,2025-06-27,14328.3,Rechazado
2584,6461,2025-11-08,411.68,Cerrado
2585,2781,2025-10-16,10411.97,Rechazado
2586,9030,2025-09-09,5274.13,Abierto
2587,5662,2025-05-02,9964.12,Cerrado
2588,15629,2025-11-18,5954.59,Abierto
2589,21439,2025-01-14,3914.89,Abierto
2591,4169,2025-12-11,6544.84,Rechazado
2593,19194,2026-02-19,3940.57,Cerrado
2595,16763,2025-02-19,10669.23,Rechazado
2597,8351,2025-09-27,12048.48,Rechazado
2598,19801,2025-03-14,4091.47,Cerrado
2600,20957,2025-02-18,10123.18,Abierto
2601,24572,2025-05-25,10176.73,Rechazado
2602,23523,2025-03-14,6185.32,Cerrado
2604,7534,2025-03-31,11023.02,Cerrado
2605,15134,2025-11-10,222.15,Rechazado
2607,16301,2025-08-22,9987.67,Rechazado
2609,914,2025-05-03,13167.53,Abierto
2610,9737,2026-02-16,8258.01,Cerrado
2611,14488,2025-08-26,9018.59,Cerrado
2612,25620,2025-10-21,11696.58,Rechazado
2615,12697,2025-06-05,12546.7,Abierto
2616,22526,2025-11-19,13748.22,Abierto
2617,4353,2025-04-12,6837.77,Cerrado
2618,14894,2025-05-09,1306.0,Abierto
2619,12728,2025-12-15,14464.0,Abierto
2620,23160,2025-07-11,10076.56,Cerrado
2622,15593,2025-03-23,5375.27,Rechazado
2624,22054,2025-05-19,10721.43,Abierto
2626,9301,2026-01-13,307.54,Abierto
2627,19274,2025-03-19,14461.71,Abierto
2628,4052,2025-03-13,4170.28,Abierto
2629,5576,2025-08-27,9657.06,Rechazado
2630,10029,2025-08-04,4951.88,Rechazado
2632,11803,2025-03-12,10070.49,Rechazado
2633,16446,2025-07-10,10733.48,Rechazado
2634,11812,2025-10-11,10408.69,Cerrado
2636,21703,2025-10-26,1953.67,Cerrado
2640,13885,2025-12-03,10216.57,Abierto
2642,19897,2025-04-02,13176.79,Rechazado
2644,12599,2025-08-08,5703.66,Abierto
2646,22279,2025-05-07,1765.92,Abierto
2649,3613,2025-04-29,3354.36,Abierto
2650,13756,2025-06-18,6061.83,Rechazado
2651,19656,2025-09-26,6183.3,Cerrado
2652,19024,2025-11-16,856.85,Abierto
2654,13708,2026-01-01,3422.98,Rechazado
2655,9985,2025-04-03,11376.6,Abierto
2657,19985,2025-03-07,4503.99,Rechazado
2659,19487,2025-07-16,3415.76,Abierto
2663,17065,2025-04-13,5830.42,Abierto
2665,15065,2025-09-14,6818.61,Abierto
2669,21067,2025-07-21,1550.15,Abierto
2671,21543,2025-02-17,5469.67,Rechazado
2673,17087,2025-08-17,8473.15,Abierto
2675,6679,2025-08-24,11244.27,Rechazado
2677,625,2025-09-25,4446.55,Abierto
2678,4753,2025-06-15,7149.11,Abierto
2679,11002,2025-06-01,2105.53,Cerrado
2680,10216,2025-10-29,4371.25,Abierto
2681,22253,2025-01-23,6260.46,Rechazado
2682,22686,2025-05-14,14097.6,Abierto
2683,18022,2026-01-12,888.85,Rechazado
2684,2035,2025-03-23,14224.34,Abierto
2686,17800,2025-11-14,2919.83,Abierto
2687,15219,2025-03-13,6633.4,Cerrado
2688,24940,2025-04-14,2007.12,Rechazado
2689,12784,2025-08-17,5106.27,Rechazado
2690,7119,2025-02-28,14691.01,Cerrado
2692,3353,2025-06-30,11807.34,Abierto
2695,20942,2025-04-25,3266.72,Abierto
2696,9958,2026-01-20,9380.27,Cerrado
2699,21376,2025-07-25,14533.7,Abierto
2700,1817,2025-12-30,10007.1,Cerrado
2701,9991,2026-02-06,2232.89,Cerrado
2702,15743,2025-08-03,2937.96,Abierto
2703,16149,2025-09-24,9043.86,Cerrado
2706,22303,2025-11-07,10234.92,Cerrado
2707,1634,2025-01-20,13069.67,Abierto
2708,5201,2025-09-29,7824.91,Abierto
2710,24535,2025-06-21,13005.5,Cerrado
2713,20217,2025-11-12,9352.75,Cerrado
2714,4219,2025-10-06,3662.93,Rechazado
2716,1696,2025-07-28,11568.99,Abierto
2717,3923,2025-10-15,13272.4,Abierto
2718,3050,2025-09-01,13921.16,Cerrado
2719,9902,2026-02-01,4313.86,Cerrado
2720,21872,2025-04-24,1489.52,Cerrado
2722,16924,2026-01-24,11135.56,Abierto
2724,12571,2025-10-28,10055.25,Abierto
2725,16505,2025-12-14,13609.35,Abierto
2730,14876,2025-04-12,8413.84,Abierto
2731,11494,2026-02-04,8992.95,Cerrado
2732,12528,2025-10-06,4193.95,Abierto
2733,15471,2026-02-14,14278.52,Abierto
2734,17927,2025-12-15,8800.86,Rechazado
2735,4113,2025-08-21,7650.93,Abierto
2736,14612,2025-02-19,12997.83,Cerrado
2737,9817,2026-01-19,10734.13,Rechazado
2738,4517,2025-04-15,12343.38,Abierto
2741,5977,2025-06-14,12275.15,Cerrado
2744,22370,2025-03-07,1548.16,Cerrado
2745,2682,2025-03-25,4396.36,Abierto
2751,4497,2025-05-25,12310.45,Cerrado
2754,11729,2025-09-29,2565.88,Cerrado
2757,8196,2025-02-12,3554.3,Abierto
2759,9301,2025-09-08,4910.89,Cerrado
2764,21123,2025-05-26,12685.24,Rechazado
2765,237,2025-11-01,8540.34,Abierto
2768,9937,2025-01-15,8202.64,Cerrado
2770,13644,2025-12-19,7093.73,Abierto
2771,4647,2025-12-18,1323.37,Rechazado
2772,11406,2025-10-31,2474.26,Cerrado
2773,2141,2025-08-17,8374.44,Abierto
2774,16350,2026-02-10,12777.51,Cerrado
2776,5411,2025-06-19,8498.8,Cerrado
2777,18263,2025-08-21,11336.92,Rechazado
2778,11617,2025-12-31,7183.61,Cerrado
2785,14123,2025-10-14,1191.37,Abierto
2787,24995,2025-11-09,11494.35,Abierto
2789,20510,2025-04-10,10545.32,Abierto
2790,18444,2026-02-24,5291.0,Abierto
2793,6672,2025-04-12,11673.0,Cerrado
2797,15729,2025-03-24,14566.29,Abierto
2799,21633,2026-02-22,3559.12,Abierto
2802,13729,2025-06-19,11378.35,Abierto
2804,16275,2025-12-18,7833.4,Abierto
2806,17943,2025-04-26,2548.62,Abierto
2808,18360,2025-09-15,4078.64,Abierto
2811,13532,2025-08-08,9758.93,Abierto
2812,543,2025-04-12,10867.06,Cerrado
2813,4551,2025-12-01,1107.57,Cerrado
2815,18201,2025-05-18,3283.44,Cerrado
2816,23903,2025-07-26,5964.03,Cerrado
2819,25790,2025-07-06,7310.47,Abierto
2820,23995,2025-08-26,2007.68,Abierto
2822,14176,2025-04-02,298.61,Abierto
2825,25802,2025-01-23,314.28,Abierto
2827,5429,2025-04-04,8687.2,Rechazado
2828,22088,2026-02-03,8346.67,Abierto
2829,16844,2025-05-10,6360.61,Cerrado
2830,19585,2025-08-31,1885.38,Cerrado
2833,15492,2025-11-21,2130.29,Cerrado
2835,19275,2025-10-07,11383.22,Abierto
2836,2796,2025-06-25,1754.75,Rechazado
2839,22552,2025-11-19,14566.42,Cerrado
2840,10804,2025-12-23,3909.96,Cerrado
2842,1771,2025-04-04,2688.41,Rechazado
2843,2130,2025-11-22,3436.86,Rechazado
2844,14355,2025-05-19,5319.88,Rechazado
2845,2299,2025-03-27,4403.56,Abierto
2846,17957,2025-02-13,10771.75,Rechazado
2847,6362,2025-07-12,6323.92,Abierto
2848,25779,2025-08-08,3942.98,Rechazado
2849,3449,2025-12-04,13727.13,Cerrado
2851,8861,2025-09-16,13669.55,Abierto
2854,88,2025-08-21,2496.99,Cerrado
2856,5605,2025-02-12,1844.53,Cerrado
2858,4304,2025-06-20,9108.2,Abierto
2859,6903,2025-03-09,9188.95,Rechazado
2860,1119,2025-09-29,1934.58,Abierto
2862,7748,2025-09-21,3347.82,Cerrado
2866,24462,2025-12-20,6945.15,Abierto
2868,10233,2025-03-15,3149.29,Cerrado
2869,22426,2025-03-30,8266.28,Abierto
2871,17340,2025-09-29,9846.09,Rechazado
2873,6575,2025-06-22,7805.5,Abierto
2877,13349,2025-04-17,-1208.59,Cerrado
2878,1667,2026-02-03,3822.2,Abierto
2881,5503,2025-03-27,7097.28,Cerrado
2884,9447,2025-05-29,4885.83,Cerrado
2885,25626,2025-05-11,13446.77,Abierto
2886,15422,2025-11-25,8162.41,Cerrado
2888,19610,2026-02-19,12786.66,Abierto
2889,119,2025-05-29,4034.21,Abierto
2890,2339,2025-10-09,8770.42,Cerrado
2897,23043,2025-03-04,4398.04,Abierto
2898,2509,2025-04-30,5795.51,Abierto
2900,15659,2026-02-02,9304.79,Abierto
2902,3779,2025-07-19,11354.33,Cerrado
2903,9815,2025-01-09,3103.24,Rechazado
2905,7703,2026-01-14,1220.76,Abierto
2907,906,2025-09-01,10151.8,Abierto
2913,24973,2025-01-28,5350.97,Rechazado
2914,13403,2025-03-26,9714.28,Rechazado
2915,18974,2026-01-24,4234.9,Cerrado
2917,10227,2025-04-25,14318.74,Cerrado
2920,15601,2026-01-16,7539.48,Abierto
2922,13360,2025-06-13,568.96,Abierto
2924,24782,2025-05-31,4887.26,Cerrado
2926,12223,2025-07-17,127.29,Cerrado
2927,4153,2025-01-27,10642.29,Abierto
2929,16454,2026-02-18,8410.75,Rechazado
2931,14029,2025-10-05,13356.62,Rechazado
2932,8501,2026-02-02,11683.33,Abierto
2933,314,2026-01-01,5243.31,Abierto
2934,4576,2025-08-28,4394.39,Cerrado
2936,2541,2025-04-08,6609.55,Cerrado
2938,10709,2025-02-23,3219.37,Abierto
2940,17688,2025-06-09,12974.77,Rechazado
2942,7193,2026-04-01,10099.47,Abierto
2944,12461,2025-11-25,8541.69,Abierto
2946,6535,2026-01-26,14195.58,Rechazado
2947,16870,2025-08-30,5115.76,Cerrado
2948,25676,2026-06-01,2758.76,Abierto
2950,3978,2026-02-21,14099.5,Abierto
2952,8819,2025-11-12,1140.52,Cerrado
2953,22103,2025-02-14,8062.92,Cerrado
2954,1306,2025-05-10,6575.93,Cerrado
2955,5495,2025-04-05,9185.61,Rechazado
2956,21726,2025-03-16,7418.86,Rechazado
2958,11431,2025-02-27,12342.69,Abierto
2959,3668,2025-02-02,7249.68,Abierto
2960,17917,2025-01-21,8169.85,Cerrado
2962,1306,2025-12-12,14413.99,Abierto
2963,5414,2025-08-29,13880.78,Abierto
2964,20729,2025-12-14,1073.69,Rechazado
2965,17469,2025-02-06,5909.33,Cerrado
2966,8528,2025-09-27,3333.03,Cerrado
2972,2163,2025-02-06,12609.59,Abierto
2974,12947,2025-08-14,12578.78,Abierto
2976,19709,2025-09-02,7213.36,Abierto
2978,16002,2025-10-22,3912.96,Abierto
2979,22320,2025-03-06,13182.44,Cerrado
2980,7043,2025-11-19,3187.51,Abierto
2984,23677,2025-07-07,11206.83,Abierto
2985,13199,2025-04-19,13342.63,Abierto
2986,9112,2025-04-03,862.45,Abierto
2988,4087,2025-11-22,14177.32,Rechazado
2991,9470,2025-11-22,7554.35,Rechazado
2992,13628,2025-04-10,10243.1,Abierto
2994,16744,2026-01-17,618.19,Rechazado
2995,17011,2025-12-26,2541.96,Abierto
2998,1793,2025-08-02,6663.96,Cerrado
2999,23553,2025-07-14,9237.49,Cerrado
3001,25803,2026-01-18,2707.84,Cerrado
3003,15924,2025-04-29,3916.06,Cerrado
3004,16110,2025-10-20,14818.54,Abierto
3005,14268,2025-12-18,2811.2,Cerrado
3006,23138,2026-01-20,1236.29,Abierto
3011,5869,2025-11-13,13506.53,Cerrado
3013,10144,2025-01-05,214.39,Abierto
3014,24880,2026-01-30,5705.62,Cerrado
3015,13993,2025-12-29,3176.95,Cerrado
3016,1304,2025-08-12,2803.11,Rechazado
3017,23679,2025-09-16,6832.08,Abierto
3019,16196,2025-02-05,5676.5,Cerrado
3021,11613,2025-12-05,14274.09,Rechazado
3023,14920,2026-01-21,13420.69,Cerrado
3025,25862,2025-09-23,8251.99,Abierto
3028,18198,2026-01-23,10024.29,Cerrado
3032,12895,2025-09-01,12339.98,Abierto
3034,25739,2025-09-26,13670.35,Rechazado
3035,327,2026-06-02,3037.69,Abierto
3036,9492,2025-06-08,11587.73,Rechazado
3037,17700,2025-04-10,7034.89,Abierto
3038,17850,2025-09-26,4320.6,Rechazado
3039,2259,2025-11-09,7423.49,Rechazado
3040,5798,2026-02-17,4691.08,Abierto
3042,126,2025-12-02,11654.76,Abierto
3043,3099,2025-11-13,1910.39,Rechazado
3045,11399,2025-03-21,2894.12,Abierto
3046,7062,2025-02-14,5945.27,Cerrado
3047,18168,2025-02-01,294.48,Abierto
3048,498,2025-01-01,13171.6,Abierto
3049,23809,2025-12-04,4320.18,Cerrado
3051,15387,2025-07-03,13708.19,Cerrado
3054,20673,2025-05-23,4789.43,Rechazado
3055,13404,2025-01-24,9194.51,Cerrado
3059,4966,2025-05-18,14024.39,Cerrado
3060,23020,2025-11-01,4424.25,Cerrado
3061,14526,2025-01-17,7375.21,Abierto
3063,5626,2025-12-04,909.39,Abierto
3066,1126,2025-06-24,5440.37,Abierto
3067,19498,2025-06-15,980.04,Abierto
3068,23563,2025-10-01,7915.01,Abierto
3070,1611,2025-04-04,13672.59,Cerrado
3071,443,2025-03-13,6934.85,Cerrado
3072,24385,2025-02-16,12435.02,Rechazado
3074,11480,2025-08-16,4873.25,Abierto
3075,18513,2025-12-29,3915.77,Cerrado
3081,993,2025-05-12,14238.48,Abierto
3083,16985,2025-12-09,9236.08,Cerrado
3086,18709,2025-06-11,11486.64,Cerrado
3088,12169,2025-06-22,5760.06,Abierto
3089,18790,2025-08-18,8755.02,Cerrado
3090,14253,2026-01-09,7168.08,Abierto
3091,9190,2025-12-26,6235.77,Cerrado
3094,14655,2026-02-25,11257.16,Cerrado
3095,5434,2025-09-23,13336.74,Rechazado
3097,9107,2025-08-11,10013.9,Abierto
3100,2389,2026-01-16,1788.99,Rechazado
3102,6620,2025-10-08,3096.81,Rechazado
3109,17141,2025-04-02,4086.18,Abierto
3114,6905,2025-11-25,1323.2,Abierto
3117,13314,2025-01-10,1762.34,Abierto
3118,13237,2025-12-09,1343.83,Cerrado
3122,1718,2025-04-04,11266.92,Abierto
3126,16650,2025-02-25,875.23,Abierto
3128,24901,2025-09-08,9758.31,Cerrado
3131,8256,2025-02-01,2611.45,Abierto
3132,22022,2025-07-02,2879.33,Rechazado
3133,21555,2026-01-13,7140.96,Abierto
3134,17586,2025-10-26,13795.47,Rechazado
3136,6682,2025-09-17,3835.47,Cerrado
3137,15465,2025-10-04,2903.41,Cerrado
3138,9312,2026-02-23,3632.49,Cerrado
3139,24013,2025-06-17,12371.67,Cerrado
